"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower2","Upper2","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Match"
"4581","905DGCC1x",2017,0.75710915,37.4689005994006,"SP_Mag","NAT",0.85710915,0,"NAT",0,0,"No","No",100,"Yes"
"4582","802SWC020",2006,0.98479572,135.750253579754,"SP_Mag","NAT",1.08479572,0,"NAT",0,0,"No","Yes",100,"Yes"
"4583","904AHC004",2010,0.20220129,131.104036463536,"SP_Mag","SB0",0.30220129,0,"NAT",0,0,"No","No",100,"Yes"
"4584","905DGUT1x",2010,1.20004632,34.3510737595738,"SP_Mag","NAT",1.30004632,0,"NAT",0,0,"No","Yes",100,"Yes"
"4585","905SDYSA7",2001,0.83286105,-15.5944403929404,"SP_Mag","NAT",0.93286105,0,"NAT",0,0,"No","Yes",100,"Yes"
"4586","907SDBOC2",2017,1.17697086,105.188128038628,"SP_Mag","NAT",1.27697086,0,"NAT",0,0,"No","Yes",100,"Yes"
"4587","907SDSVC3",2005,0.74962394,17.0556108891109,"SP_Mag","NAT",0.84962394,0,"NAT",0,0,"No","No",100,"Yes"
"4588","911NCPCR2",2010,1.16223701,140.045469530469,"SP_Mag","NAT",1.26223701,0,"NAT",0,0,"No","Yes",100,"Yes"
"4589","402MTCUNF",2012,1.13771921,113.943306859807,"SP_Mag","NAT",1.23771921,0,"NAT",0,0,"No","Yes",100,"Yes"
"4590","403CE0156",2005,0.51242703,37.0661891441891,"SP_Mag","NAT",0.61242703,0,"NAT",0,0,"No","No",100,"Yes"
"4591","403S01195",2009,0.82824503,145.647617549117,"SP_Mag","NAT",0.92824503,0,"NAT",0,0,"No","Yes",100,"Yes"
"4592","403S06315",2012,0.92119231,154.359225607725,"SP_Mag","NAT",1.02119231,0,"NAT",0,0,"No","Yes",100,"Yes"
"4593","403STC024",2001,1.16864894,147.151524642025,"SP_Mag","NAT",1.26864894,0,"NAT",0,0,"No","Yes",100,"Yes"
"4594","403STC026",2003,0.89572051,331.985121212121,"SP_Mag","NAT",0.99572051,0,"NAT",0,0,"No","Yes",100,"Yes"
"4595","403STCSSP",2003,0.74369945,175.590000999001,"SP_Mag","NAT",0.84369945,0,"NAT",0,0,"No","No",100,"Yes"
"4596","403WE0501",2001,1.0714429,94.1683075258076,"SP_Mag","NAT",1.1714429,0,"NAT",0,0,"No","Yes",100,"Yes"
"4597","403WE0501",2001,1.04932455,94.1683075258076,"SP_Mag","NAT",1.14932455,0,"NAT",0,0,"No","Yes",100,"Yes"
"4598","412CE0104",2005,0.60665192,285.568251748252,"SP_Mag","HB",0.70665192,0,"NAT",0,0,"No","No",100,"Yes"
"4599","412CE0104",2005,0.6547592,285.568251748252,"SP_Mag","HB",0.7547592,0,"NAT",0,0,"No","No",100,"Yes"
"4600","902M20273",2019,0.92593446,86.8558806193806,"SP_Mag","NAT",1.02593446,0,"NAT",0,0,"No","Yes",100,"Yes"
"4601","801BRC184",2014,1.04188077,102.17126007326,"SP_Mag","NAT",1.14188077,0,"NAT",0,0,"No","Yes",100,"Yes"
"4602","801CYC114",2008,0.43038496,33.1416799866799,"SP_Mag","SB1",0.53038496,0,"NAT",0,0,"No","No",100,"Yes"
"4603","801EBC686",2007,0.74896759,-28.8998864468865,"SP_Mag","NAT",0.84896759,0,"NAT",0,0,"No","No",100,"Yes"
"4604","801EBC686",2014,1.1396928,-28.8998864468865,"SP_Mag","NAT",1.2396928,0,"NAT",0,0,"No","Yes",100,"Yes"
"4605","801ETC226",2006,0.98665359,30.7422062937063,"SP_Mag","NAT",1.08665359,0,"NAT",0,0,"No","Yes",100,"Yes"
"4606","801SAR165",2008,0.27071131,18.4955097521526,"SP_Mag","SB0",0.37071131,0,"NAT",0,0,"No","No",100,"Yes"
"4607","801WE1008",2002,1.07067253,-97.8582345987347,"SP_Mag","NAT",1.17067253,0,"NAT",0,0,"No","Yes",100,"Yes"
"4608","802SWC020",2011,1.09329406,135.750253579754,"SP_Mag","NAT",1.19329406,0,"NAT",0,0,"No","Yes",100,"Yes"
"4609","802SWC020",2012,0.98514545,135.750253579754,"SP_Mag","NAT",1.08514545,0,"NAT",0,0,"No","Yes",100,"Yes"
"4610","902SSMR05",2000,0.91093186,184.351560772561,"SP_Mag","NAT",1.01093186,0,"NAT",0,0,"No","Yes",100,"Yes"
"4611","903SLWVR1",2002,0.85533695,100.388672161172,"SP_Mag","NAT",0.95533695,0,"NAT",0,0,"No","Yes",100,"Yes"
"4612","904AHC004",2009,0.68995643,131.104036463536,"SP_Mag","SB0",0.78995643,0,"NAT",0,0,"No","No",100,"Yes"
"4613","907CONECR",2004,0.70607832,18.6604968364968,"SP_Mag","NAT",0.80607832,0,"NAT",0,0,"No","No",100,"Yes"
"4614","907S01418",2009,1.2292795,63.963616050616,"SP_Mag","NAT",1.3292795,0,"NAT",0,0,"No","Yes",100,"Yes"
"4615","907SDBOC2",2016,0.9372866,105.188128038628,"SP_Mag","NAT",1.0372866,0,"NAT",0,0,"No","Yes",100,"Yes"
"4616","907SDSVC3",2002,0.6820277,17.0556108891109,"SP_Mag","NAT",0.7820277,0,"NAT",0,0,"No","No",100,"Yes"
"4617","911NP9UCW",2014,0.92741211,131.631164668665,"SP_Mag","NAT",1.02741211,0,"NAT",0,0,"No","Yes",100,"Yes"
"4618","SMC00236",2017,0.725853,73.1811060606061,"SP_Mag","HB",0.825853,0,"NAT",0,0,"No","No",100,"Yes"
"4619","907SDR1xx",1999,0.56211517,10.0439558774559,"SP_Mag","NAT",0.66211517,0,"NAT",0,0,"No","No",100,"Yes"
"4620","403WE0501",2001,1.01985286,94.1683075258076,"SP_Mag","NAT",1.11985286,0,"NAT",0,0,"No","Yes",100,"Yes"
"4621","405BH3Axx",2010,1.06619883,19.6823538128538,"SP_Mag","NAT",1.16619883,0,"NAT",0,0,"No","Yes",100,"Yes"
"4622","901ATCAAS",2021,0.9538041,121.402536463536,"SP_Mag","NAT",1.0538041,0,"NAT",0,0,"No","Yes",100,"Yes"
"4623","801BNC530",2012,1.00694714,-97.8582345987347,"SP_Mag","NAT",1.10694714,0,"NAT",0,0,"No","Yes",100,"Yes"
"4624","801BRC184",2009,1.0384188,102.17126007326,"SP_Mag","NAT",1.1384188,0,"NAT",0,0,"No","Yes",100,"Yes"
"4625","801ETC226",2014,1.21333757,30.7422062937063,"SP_Mag","NAT",1.31333757,0,"NAT",0,0,"No","Yes",100,"Yes"
"4626","903SLFRCx",2009,0.77614111,242.24568964369,"SP_Mag","NAT",0.87614111,0,"NAT",0,0,"No","No",100,"Yes"
"4627","902SCDLRx",2000,1.18214308,137.343605228105,"SP_Mag","NAT",1.28214308,0,"NAT",0,0,"No","Yes",100,"Yes"
"4628","904CBSAM5",2000,0.77007506,77.1112422577423,"SP_Mag","NAT",0.87007506,0,"NAT",0,0,"No","No",100,"Yes"
"4629","911TJWIL3",2001,1.17591843,45.0956112221113,"SP_Mag","NAT",1.27591843,0,"NAT",0,0,"No","Yes",100,"Yes"
"4630","907SDR1xx",1998,0.64957889,10.0439558774559,"SP_Mag","NAT",0.74957889,0,"NAT",0,0,"No","No",100,"Yes"
"4631","SMC35837",2021,0.90046808,-7.89418997668998,"SP_Mag","NAT",1.00046808,0,"NAT",0,0,"No","Yes",100,"Yes"
"4632","402MJCMHS",2014,1.06594289,143.649482184482,"SP_Mag","NAT",1.16594289,0,"NAT",0,0,"No","Yes",100,"Yes"
"4633","402WE0536",2000,1.18471465,174.804437562438,"SP_Mag","NAT",1.28471465,0,"NAT",0,0,"No","Yes",100,"Yes"
"4634","402WE0803",2001,0.92492256,154.089371794872,"SP_Mag","NAT",1.02492256,0,"NAT",0,0,"No","Yes",100,"Yes"
"4635","403CE0156",2005,0.52184344,37.0661891441891,"SP_Mag","NAT",0.62184344,0,"NAT",0,0,"No","No",100,"Yes"
"4636","403S00064",2010,0.95502944,68.8427477522477,"SP_Mag","NAT",1.05502944,0,"NAT",0,0,"No","Yes",100,"Yes"
"4637","403WE0534",2016,0.9401454,75.5114370629371,"SP_Mag","NAT",1.0401454,0,"NAT",0,0,"No","Yes",100,"Yes"
"4638","403WE0891",2001,1.02001192,187.790443722944,"SP_Mag","NAT",1.12001192,0,"NAT",0,0,"No","Yes",100,"Yes"
"4639","907M23349",2018,0.34551361,313.07961005661,"SP_Mag","NAT",0.44551361,0,"NAT",0,0,"No","No",100,"Yes"
"4640","801WE1008",2021,0.96482749,-97.8582345987347,"SP_Mag","NAT",1.06482749,0,"NAT",0,0,"No","Yes",100,"Yes"
"4641","801RB8312",2011,0.72394461,-730.388072594072,"SP_Mag","NAT",0.82394461,0,"NAT",0,0,"No","No",100,"Yes"
"4642","801SAN068",2008,0.38346598,1013.29296586747,"SP_Mag","NAT",0.48346598,0,"NAT",0,0,"No","No",100,"Yes"
"4643","801STC071",2008,0.3098771,145.933852480853,"SP_Mag","NAT",0.4098771,0,"NAT",0,0,"No","No",100,"Yes"
"4644","904AHC004",2000,0.55822093,131.104036463536,"SP_Mag","SB0",0.65822093,0,"NAT",0,0,"No","No",100,"Yes"
"4645","905DGCC1x",2013,1.08253258,37.4689005994006,"SP_Mag","NAT",1.18253258,0,"NAT",0,0,"No","Yes",100,"Yes"
"4646","904AHC004",2006,0.57943396,131.104036463536,"SP_Mag","SB0",0.67943396,0,"NAT",0,0,"No","No",100,"Yes"
"4647","904AHC004",2005,0.5014333,131.104036463536,"SP_Mag","SB0",0.6014333,0,"NAT",0,0,"No","No",100,"Yes"
"4648","905DGUT1x",2010,1.1860869,34.3510737595738,"SP_Mag","NAT",1.2860869,0,"NAT",0,0,"No","Yes",100,"Yes"
"4649","911NP9UCW",2014,1.02295968,131.631164668665,"SP_Mag","NAT",1.12295968,0,"NAT",0,0,"No","Yes",100,"Yes"
"4650","911NP9UCW",2015,0.99090987,131.631164668665,"SP_Mag","NAT",1.09090987,0,"NAT",0,0,"No","Yes",100,"Yes"
"4651","801S19486",2022,0.44006351,297.658496836497,"SP_Mag","SB2",0.54006351,0,"NAT",0,0,"No","No",100,"Yes"
"4652","SMC01278",2017,0.38234566,316.162571761572,"SP_Mag","HB",0.48234566,0,"NAT",0,0,"No","No",100,"Yes"
"4653","403R4S117",2016,0.67490588,70.2474965034964,"SP_Mag","NAT",0.77490588,0,"NAT",0,0,"No","No",100,"Yes"
"4654","403S06139",2012,0.51029031,146.680322011322,"SP_Mag","NAT",0.61029031,0,"NAT",0,0,"No","No",100,"Yes"
"4655","403STC016",2001,0.88895591,1199.61000333,"SP_Mag","NAT",0.98895591,0,"NAT",0,0,"No","Yes",100,"Yes"
"4656","403WE0540",2014,0.79808501,169.05653030303,"SP_Mag","NAT",0.89808501,0,"NAT",0,0,"No","Yes",100,"Yes"
"4657","404R4S009",2015,0.57638369,863.581061105562,"SP_Mag","NAT",0.67638369,0,"NAT",0,0,"No","No",100,"Yes"
"4658","408CAL013",2001,0.53895274,198.886442057942,"SP_Mag","HB",0.63895274,0,"NAT",0,0,"No","No",100,"Yes"
"4659","412WE0552",2000,1.26861063,93.3455204795205,"SP_Mag","NAT",1.36861063,0,"NAT",0,0,"No","Yes",100,"Yes"
"4660","801BNC530",2007,0.8682217,-97.8582345987347,"SP_Mag","NAT",0.9682217,0,"NAT",0,0,"No","Yes",100,"Yes"
"4661","904AHC004",2001,0.76899819,131.104036463536,"SP_Mag","SB0",0.86899819,0,"NAT",0,0,"No","No",100,"Yes"
"4662","907SDBOC2",2019,1.10495298,105.188128038628,"SP_Mag","NAT",1.20495298,0,"NAT",0,0,"No","Yes",100,"Yes"
"4663","901NP9LCC",2014,0.95754707,98.5641838161837,"SP_Mag","NAT",1.05754707,0,"NAT",0,0,"No","Yes",100,"Yes"
"4664","902SSMR05",2000,0.87224372,184.351560772561,"SP_Mag","NAT",0.97224372,0,"NAT",0,0,"No","Yes",100,"Yes"
"4665","907SDBOC2",2005,0.63491237,105.188128038628,"SP_Mag","NAT",0.73491237,0,"NAT",0,0,"No","No",100,"Yes"
"4666","907SDSVC3",2000,0.63991202,17.0556108891109,"SP_Mag","NAT",0.73991202,0,"NAT",0,0,"No","No",100,"Yes"
"4667","907SDSVC3",2004,0.83576281,17.0556108891109,"SP_Mag","NAT",0.93576281,0,"NAT",0,0,"No","Yes",100,"Yes"
"4668","911NCPCR2",2009,0.70987835,140.045469530469,"SP_Mag","NAT",0.80987835,0,"NAT",0,0,"No","No",100,"Yes"
"4669","911NCPCR2",2010,0.9044705,140.045469530469,"SP_Mag","NAT",1.0044705,0,"NAT",0,0,"No","Yes",100,"Yes"
"4670","911NCPCR2",2010,1.02067937,140.045469530469,"SP_Mag","NAT",1.12067937,0,"NAT",0,0,"No","Yes",100,"Yes"
"4671","911TJKTC5",2008,1.10395613,113.590103230103,"SP_Mag","NAT",1.20395613,0,"NAT",0,0,"No","Yes",100,"Yes"
"4672","SMC04524",2017,1.217132,146.706462037962,"SP_Mag","NAT",1.317132,0,"NAT",0,0,"No","Yes",100,"Yes"
"4673","402PS0048",2008,0.99454935,328.832051282051,"SP_Mag","NAT",1.09454935,0,"NAT",0,0,"No","Yes",100,"Yes"
"4674","403CE0156",2015,0.42861171,37.0661891441891,"SP_Mag","NAT",0.52861171,0,"NAT",0,0,"No","No",100,"Yes"
"4675","403CE0156",2016,1.0017414,37.0661891441891,"SP_Mag","NAT",1.1017414,0,"NAT",0,0,"No","Yes",100,"Yes"
"4676","403SPCNWS",2014,1.10503938,145.647617549117,"SP_Mag","NAT",1.20503938,0,"NAT",0,0,"No","Yes",100,"Yes"
"4677","403WE0560",2000,1.09057014,112.985029470529,"SP_Mag","NAT",1.19057014,0,"NAT",0,0,"No","Yes",100,"Yes"
"4678","408S00036",2014,0.51431588,1291.22513386613,"SP_Mag","SB2",0.61431588,0,"NAT",0,0,"No","No",100,"Yes"
"4679","412LAR013",2005,0.6376696,51.0800018315018,"SP_Mag","NAT",0.7376696,0,"NAT",0,0,"No","No",100,"Yes"
"4680","412WE0552",2000,1.2203179,93.3455204795205,"SP_Mag","NAT",1.3203179,0,"NAT",0,0,"No","Yes",100,"Yes"
"4681","801M15530",2019,0.75069022,-29.6610206460206,"SP_Mag","NAT",0.85069022,0,"NAT",0,0,"No","No",100,"Yes"
"4682","902SSMR05",2001,0.87841844,184.351560772561,"SP_Mag","NAT",0.97841844,0,"NAT",0,0,"No","Yes",100,"Yes"
"4683","911NP9UCW",2016,0.90730531,131.631164668665,"SP_Mag","NAT",1.00730531,0,"NAT",0,0,"No","Yes",100,"Yes"
"4684","901BCCSRT",2001,0.67092283,104.187989510489,"SP_Mag","NAT",0.77092283,0,"NAT",0,0,"No","No",100,"Yes"
"4685","901NP9LCC",2017,0.89145862,98.5641838161837,"SP_Mag","NAT",0.99145862,0,"NAT",0,0,"No","Yes",100,"Yes"
"4686","901SJMS1x",2008,0.69189259,94.1407282717283,"SP_Mag","NAT",0.79189259,0,"NAT",0,0,"No","No",100,"Yes"
"4687","903SLFRCx",2008,1.02670656,242.24568964369,"SP_Mag","NAT",1.12670656,0,"NAT",0,0,"No","Yes",100,"Yes"
"4688","903SLWVR1",2007,1.05026822,100.388672161172,"SP_Mag","NAT",1.15026822,0,"NAT",0,0,"No","Yes",100,"Yes"
"4689","904CBESC5",2009,0.59112151,54.5297057942058,"SP_Mag","NAT",0.69112151,0,"NAT",0,0,"No","No",100,"Yes"
"4690","905DGCC1x",2010,1.09578259,37.4689005994006,"SP_Mag","NAT",1.19578259,0,"NAT",0,0,"No","Yes",100,"Yes"
"4691","SMC00198",2005,0.61280237,86.4534633699634,"SP_Mag","NAT",0.71280237,0,"NAT",0,0,"No","No",100,"Yes"
"4692","909WE1014",2002,0.76559893,29.4119215784216,"SP_Mag","NAT",0.86559893,0,"NAT",0,0,"No","No",100,"Yes"
"4693","SMC04670",2017,0.42873821,-132.915457042957,"SP_Mag","HB",0.52873821,0,"NAT",0,0,"No","No",100,"Yes"
"4694","907SDRS2x",1997,0.59983268,10.0439558774559,"SP_Mag","SB0",0.69983268,0,"NAT",0,0,"No","No",100,"Yes"
"4695","403STC024",2003,0.95187615,147.151524642025,"SP_Mag","NAT",1.05187615,0,"NAT",0,0,"No","Yes",100,"Yes"
"4696","403STC071",2003,0.74658296,154.176047952048,"SP_Mag","NAT",0.84658296,0,"NAT",0,0,"No","No",100,"Yes"
"4697","403WE0534",2015,0.95000935,75.5114370629371,"SP_Mag","NAT",1.05000935,0,"NAT",0,0,"No","Yes",100,"Yes"
"4698","404S44642",2013,0.59724902,293.694909423909,"SP_Mag","NAT",0.69724902,0,"NAT",0,0,"No","No",100,"Yes"
"4699","405BH2Bxx",2010,1.0822758,11.2378173493174,"SP_Mag","SB1",1.1822758,0,"NAT",0,0,"No","Yes",100,"Yes"
"4700","412WE0563",2001,1.15285363,100.656176989677,"SP_Mag","NAT",1.25285363,0,"NAT",0,0,"No","Yes",100,"Yes"
"4701","801RB8312",2009,0.66717602,-730.388072594072,"SP_Mag","NAT",0.76717602,0,"NAT",0,0,"No","No",100,"Yes"
"4702","801RB8601",2009,0.31952121,-56.4349264069264,"SP_Mag","HB",0.41952121,0,"NAT",0,0,"No","No",100,"Yes"
"4703","902SCDLRx",2001,1.08473722,137.343605228105,"SP_Mag","NAT",1.18473722,0,"NAT",0,0,"No","Yes",100,"Yes"
"4704","903SLFRCx",2015,0.55358961,242.24568964369,"SP_Mag","NAT",0.65358961,0,"NAT",0,0,"No","No",100,"Yes"
"4705","905DGCC1x",2019,1.12430938,37.4689005994006,"SP_Mag","NAT",1.22430938,0,"NAT",0,0,"No","Yes",100,"Yes"
"4706","907CONECR",2012,0.90455643,18.6604968364968,"SP_Mag","NAT",1.00455643,0,"NAT",0,0,"No","Yes",100,"Yes"
"4707","905DGCC1x",2010,1.1667007,37.4689005994006,"SP_Mag","NAT",1.2667007,0,"NAT",0,0,"No","Yes",100,"Yes"
"4708","907CONECR",2008,0.92227487,18.6604968364968,"SP_Mag","NAT",1.02227487,0,"NAT",0,0,"No","Yes",100,"Yes"
"4709","911NCPCR2",2009,1.01712333,140.045469530469,"SP_Mag","NAT",1.11712333,0,"NAT",0,0,"No","Yes",100,"Yes"
"4710","SGLT506",2017,0.49780692,124.635175324675,"SP_Mag","SB2",0.59780692,0,"NAT",0,0,"No","No",100,"Yes"
"4711","402WE0803",2001,0.92938347,154.089371794872,"SP_Mag","NAT",1.02938347,0,"NAT",0,0,"No","Yes",100,"Yes"
"4712","402WER001",2003,1.08911356,146.810757742258,"SP_Mag","NAT",1.18911356,0,"NAT",0,0,"No","Yes",100,"Yes"
"4713","403WE0540",2000,0.98214666,169.05653030303,"SP_Mag","NAT",1.08214666,0,"NAT",0,0,"No","Yes",100,"Yes"
"4714","403WE0891",2001,1.00775159,187.790443722944,"SP_Mag","NAT",1.10775159,0,"NAT",0,0,"No","Yes",100,"Yes"
"4715","405PS0036",2008,0.91833374,34.2887267732268,"SP_Mag","SB1",1.01833374,0,"NAT",0,0,"No","Yes",100,"Yes"
"4716","801CJW027",2006,0.78448895,230.092940559441,"SP_Mag","NAT",0.88448895,0,"NAT",0,0,"No","No",100,"Yes"
"4717","801EBC126",2008,0.29424113,-91.9798063603062,"SP_Mag","NAT",0.39424113,0,"NAT",0,0,"No","No",100,"Yes"
"4718","801RB8312",2013,0.45005739,-730.388072594072,"SP_Mag","NAT",0.55005739,0,"NAT",0,0,"No","No",100,"Yes"
"4719","901SJMS1x",2008,0.96602301,94.1407282717283,"SP_Mag","NAT",1.06602301,0,"NAT",0,0,"No","Yes",100,"Yes"
"4720","901TCSMP1",2010,0.72845641,59.6887619047619,"SP_Mag","NAT",0.82845641,0,"NAT",0,0,"No","No",100,"Yes"
"4721","904AHC004",2007,0.37475618,131.104036463536,"SP_Mag","SB0",0.47475618,0,"NAT",0,0,"No","No",100,"Yes"
"4722","904CBSAM5",2000,0.65373604,77.1112422577423,"SP_Mag","NAT",0.75373604,0,"NAT",0,0,"No","No",100,"Yes"
"4723","905BCN1xx",2001,0.97623559,25.524001998002,"SP_Mag","NAT",1.07623559,0,"NAT",0,0,"No","Yes",100,"Yes"
"4724","905DGUT1x",2010,1.20601175,34.3510737595738,"SP_Mag","NAT",1.30601175,0,"NAT",0,0,"No","Yes",100,"Yes"
"4725","907SDBOC2",2018,1.08868642,105.188128038628,"SP_Mag","NAT",1.18868642,0,"NAT",0,0,"No","Yes",100,"Yes"
"4726","907SDRMTx",2000,0.81814817,-14.2129996669997,"SP_Mag","NAT",0.91814817,0,"NAT",0,0,"No","Yes",100,"Yes"
"4727","911NP9UCW",2017,0.89686478,131.631164668665,"SP_Mag","NAT",0.99686478,0,"NAT",0,0,"No","Yes",100,"Yes"
"4728","907SDR1xx",1998,0.48942568,10.0439558774559,"SP_Mag","NAT",0.58942568,0,"NAT",0,0,"No","No",100,"Yes"
"4729","403S05291",2010,1.12972371,145.647617549117,"SP_Mag","NAT",1.22972371,0,"NAT",0,0,"No","Yes",100,"Yes"
"4730","SMC09564",2005,0.41099322,1.84807542457547,"SP_Mag","SB0",0.51099322,0,"NAT",0,0,"No","No",100,"Yes"
"4731","403STC064",2003,1.01092999,111.88823043623,"SP_Mag","NAT",1.11092999,0,"NAT",0,0,"No","Yes",100,"Yes"
"4732","403STC090",2003,0.92532684,72.205592907093,"SP_Mag","SB2",1.02532684,0,"NAT",0,0,"No","Yes",100,"Yes"
"4733","403WE0534",2000,1.00249934,75.5114370629371,"SP_Mag","NAT",1.10249934,0,"NAT",0,0,"No","Yes",100,"Yes"
"4734","403WE0795",2001,1.08121582,205.508212287713,"SP_Mag","NAT",1.18121582,0,"NAT",0,0,"No","Yes",100,"Yes"
"4735","412LAR004",2005,0.34315656,388.916773892774,"SP_Mag","HB",0.44315656,0,"NAT",0,0,"No","No",100,"Yes"
"4736","412WE0563",2001,1.14365091,100.656176989677,"SP_Mag","NAT",1.24365091,0,"NAT",0,0,"No","Yes",100,"Yes"
"4737","801RB8494",2017,0.76319486,-3.40825441225441,"SP_Mag","NAT",0.86319486,0,"NAT",0,0,"No","No",100,"Yes"
"4738","905DGCC1x",2010,1.08025119,37.4689005994006,"SP_Mag","NAT",1.18025119,0,"NAT",0,0,"No","Yes",100,"Yes"
"4739","903SLFRCx",2005,0.6165595,242.24568964369,"SP_Mag","NAT",0.7165595,0,"NAT",0,0,"No","No",100,"Yes"
"4740","907CONECR",2001,0.90564707,18.6604968364968,"SP_Mag","NAT",1.00564707,0,"NAT",0,0,"No","Yes",100,"Yes"
"4741","907CONECR",2005,0.74453201,18.6604968364968,"SP_Mag","NAT",0.84453201,0,"NAT",0,0,"No","No",100,"Yes"
"4742","907SDSVC3",2008,0.7398761,17.0556108891109,"SP_Mag","NAT",0.8398761,0,"NAT",0,0,"No","No",100,"Yes"
"4743","SMC01278",2016,0.42376941,316.162571761572,"SP_Mag","HB",0.52376941,0,"NAT",0,0,"No","No",100,"Yes"
"4744","SMC09564",2005,0.53614163,1.84807542457547,"SP_Mag","SB0",0.63614163,0,"NAT",0,0,"No","No",100,"Yes"
"4745","403STC009",2003,1.02928517,143.358557775558,"SP_Mag","NAT",1.12928517,0,"NAT",0,0,"No","Yes",100,"Yes"
"4746","403WE0891",2001,1.07390852,187.790443722944,"SP_Mag","NAT",1.17390852,0,"NAT",0,0,"No","Yes",100,"Yes"
"4747","405PS0030",2008,0.91972484,0.097607725607736,"SP_Mag","NAT",1.01972484,0,"NAT",0,0,"No","Yes",100,"Yes"
"4748","801M15547",2019,0.61889923,1038.19308474859,"SP_Mag","NAT",0.71889923,0,"NAT",0,0,"No","No",100,"Yes"
"4749","801RB8494",2011,0.94040555,-3.40825441225441,"SP_Mag","NAT",1.04040555,0,"NAT",0,0,"No","Yes",100,"Yes"
"4750","801RB8494",2013,0.69555589,-3.40825441225441,"SP_Mag","NAT",0.79555589,0,"NAT",0,0,"No","No",100,"Yes"
"4751","911NCPCR2",2009,0.95874094,140.045469530469,"SP_Mag","NAT",1.05874094,0,"NAT",0,0,"No","Yes",100,"Yes"
"4752","901SJMS1x",2008,1.06150813,94.1407282717283,"SP_Mag","NAT",1.16150813,0,"NAT",0,0,"No","Yes",100,"Yes"
"4753","901SJMS1x",2008,0.53513378,94.1407282717283,"SP_Mag","NAT",0.63513378,0,"NAT",0,0,"No","No",100,"Yes"
"4754","901SJSMT2",2008,0.94873387,54.039586913087,"SP_Mag","NAT",1.04873387,0,"NAT",0,0,"No","Yes",100,"Yes"
"4755","901SMCSMR",2001,0.81984942,59.9370109890109,"SP_Mag","NAT",0.91984942,0,"NAT",0,0,"No","Yes",100,"Yes"
"4756","901TCSMP1",2010,0.71181672,59.6887619047619,"SP_Mag","NAT",0.81181672,0,"NAT",0,0,"No","No",100,"Yes"
"4757","903WE0900",2015,0.95422378,95.3021645021644,"SP_Mag","NAT",1.05422378,0,"NAT",0,0,"No","Yes",100,"Yes"
"4758","904AHC004",2007,0.6771109,131.104036463536,"SP_Mag","SB0",0.7771109,0,"NAT",0,0,"No","No",100,"Yes"
"4759","904AHC004",2010,0.61083141,131.104036463536,"SP_Mag","SB0",0.71083141,0,"NAT",0,0,"No","No",100,"Yes"
"4760","907SDBOC2",2008,0.89024027,105.188128038628,"SP_Mag","NAT",0.99024027,0,"NAT",0,0,"No","Yes",100,"Yes"
"4761","907SDSVC3",2009,0.68156257,17.0556108891109,"SP_Mag","NAT",0.78156257,0,"NAT",0,0,"No","No",100,"Yes"
"4762","911TJKTC5",2001,1.11166305,113.590103230103,"SP_Mag","NAT",1.21166305,0,"NAT",0,0,"No","Yes",100,"Yes"
"4763","SMC03390",2017,0.44261312,-132.915457042957,"SP_Mag","HB",0.54261312,0,"NAT",0,0,"No","No",100,"Yes"
"4764","SMC01372",2010,0.71244617,6.54566117216116,"SP_Mag","NAT",0.81244617,0,"NAT",0,0,"No","No",100,"Yes"
"4765","403STC025",2003,1.04789264,162.574232101232,"SP_Mag","NAT",1.14789264,0,"NAT",0,0,"No","Yes",100,"Yes"
"4766","403STC064",2016,0.64641286,111.88823043623,"SP_Mag","NAT",0.74641286,0,"NAT",0,0,"No","No",100,"Yes"
"4767","403WE0534",2018,0.85811804,75.5114370629371,"SP_Mag","NAT",0.95811804,0,"NAT",0,0,"No","Yes",100,"Yes"
"4768","403WE0540",2000,0.95373375,169.05653030303,"SP_Mag","NAT",1.05373375,0,"NAT",0,0,"No","Yes",100,"Yes"
"4769","403WE0540",2000,0.90582901,169.05653030303,"SP_Mag","NAT",1.00582901,0,"NAT",0,0,"No","Yes",100,"Yes"
"4770","403WE0540",2013,0.90171339,169.05653030303,"SP_Mag","NAT",1.00171339,0,"NAT",0,0,"No","Yes",100,"Yes"
"4771","405BH3Bxx",2010,0.99578089,19.6823538128538,"SP_Mag","SB1",1.09578089,0,"NAT",0,0,"No","Yes",100,"Yes"
"4772","408BH5Bxx",2010,0.68784954,149.338601898102,"SP_Mag","SB1",0.78784954,0,"NAT",0,0,"No","No",100,"Yes"
"4773","801CYC114",2013,1.1524091,33.1416799866799,"SP_Mag","SB1",1.2524091,0,"NAT",0,0,"No","Yes",100,"Yes"
"4774","801STC149",2008,0.30494655,703.266917249417,"SP_Mag","NAT",0.40494655,0,"NAT",0,0,"No","No",100,"Yes"
"4775","802INC172",2006,0.63126862,77.9135619380619,"SP_Mag","NAT",0.73126862,0,"NAT",0,0,"No","No",100,"Yes"
"4776","905DGCC1x",2010,1.10828892,37.4689005994006,"SP_Mag","NAT",1.20828892,0,"NAT",0,0,"No","Yes",100,"Yes"
"4777","903GIR2xx",2004,0.69139396,64.9137259407259,"SP_Mag","NAT",0.79139396,0,"NAT",0,0,"No","No",100,"Yes"
