"","hydro.endpoints","masterid","sampleyear","ChannelType","PredCSCI","csci_Incr","MetricValue","RelChangeInDeltaINC","BioStatus","FlowStatus2","BOFlows","Action","Standard","Modified","RefImprovement","INCImprovement","BOImprovement","MaxScore"
"1937","Peak_5","408S00036",2020,"SB2",0.496860780405224,0.596860780405224,0.50006549,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",32.5355285227085,11.2700759347645,"10 - 50%","Less than 10%","10 - 50%",0.50006549
"1938","Peak_5","911M24982",2022,"NAT",0.832829651843305,0.932829651843305,1.18201417,0,"Above Reference","Within Reference",NA,"No Action/Protect",820132.053697836,NA,"No Action","No Action","No Action",1.18201417
"1939","Peak_5","906M23430",2022,"NAT",0.836820121816889,0.936820121816889,0.76928782,0,"Below Best Observed","Within Reference",NA,"Non-flow related",614.945147906539,NA,"Non-flow related","Non-flow related","Non-flow related",0.76928782
"1940","Peak_5","901M14169",2022,"NAT",0.817551811243086,0.917551811243086,0.65997475,0,"Below Best Observed","Within Reference",NA,"Non-flow related",39.3576842279601,NA,"Non-flow related","Non-flow related","Non-flow related",0.65997475
"1941","Peak_5","901M14155",2021,"NAT",0.833816307700206,0.933816307700206,0.6887478,0,"Below Best Observed","Within Reference",NA,"Non-flow related",3794.3083685155,NA,"Non-flow related","Non-flow related","Non-flow related",0.6887478
"1942","Peak_5","901M14153",2020,"SB2",0.587488615985337,0.687488615985337,0.68654693,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",130.810436721116,405.389557092811,"Non-flow related","Non-flow related","Non-flow related",0.68654693
"1943","Peak_5","412M08663",2021,"SB1",0.798316795900584,0.898316795900584,0.82196411,0,"Above Reference","Outside Reference",NA,"No Action/Monitor",36.4305621020279,NA,"No Action","No Action","No Action",0.82196411
"1944","Peak_5","412M08662",2021,"HB",0.473481458226535,0.573481458226535,0.3591639,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",8080.17030848458,217402.497877612,"Non-flow related","Non-flow related","Non-flow related",0.3591639
"1945","Peak_5","412M08659",2020,"HB",0.405394743263527,0.505394743263527,0.59525555,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",38.20190353173,1543.14920582875,"10 - 50%","Less than 10%",NA,0.59525555
"1946","Peak_5","801M16704",2023,"NAT",0.837510319688465,0.937510319688465,0.50699475,0,"Below Best Observed","Within Reference",NA,"Non-flow related",373.03887709711,NA,"Non-flow related","Non-flow related","Non-flow related",0.50699475
"1947","Peak_5","403WE0795",2022,"NAT",0.833120855094912,0.933120855094911,0.83922816,0,"Above Reference","Within Reference",NA,"No Action/Protect",13463.7686405135,NA,"No Action","No Action","No Action",0.83922816
"1948","Peak_5","403WE0746",2021,"SB1",0.867784242738299,0.967784242738299,1.07092158,0,"Above Reference","Within Reference",NA,"No Action/Protect",1214.15342488675,NA,"No Action","No Action","No Action",1.07092158
"1949","Peak_5","SMC02127",2023,"NAT",0.833317096758452,0.933317096758452,0.57393154,0,"Below Best Observed","Within Reference",NA,"Non-flow related",7972.2352621735,NA,"Non-flow related","Non-flow related","Non-flow related",0.57393154
"1950","Peak_5","403S00772",2023,"NAT",0.81515436980091,0.91515436980091,0.62934064,0,"Below Best Observed","Within Reference",NA,"Non-flow related",110.373383281861,NA,"Non-flow related","Non-flow related","Non-flow related",0.62934064
"1951","Peak_5","402S00143",2023,"NAT",0.813561875856013,0.913561875856013,0.6506175,0,"Below Best Observed","Within Reference",NA,"Non-flow related",96.0671557005341,NA,"Non-flow related","Non-flow related","Non-flow related",0.6506175
"1952","Peak_5","402S00095",2023,"NAT",0.835241869019573,0.935241869019573,0.73523364,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1340.30998317601,NA,"Non-flow related","Non-flow related","Non-flow related",0.73523364
"1953","Peak_5","ME-VR2",2023,"SB1",0.831886730729764,0.931886730729764,0.71183711,0,"Below Best Observed","Within Reference",NA,"Non-flow related",24.6231270513259,NA,"Non-flow related","Non-flow related","Non-flow related",0.71183711
"1954","Peak_5","402M00177",2023,"NAT",0.834385419615614,0.934385419615614,0.55453715,0,"Below Best Observed","Within Reference",NA,"Non-flow related",2284.47431545938,NA,"Non-flow related","Non-flow related","Non-flow related",0.55453715
"1955","Peak_5","402M00158",2023,"NAT",0.833741611689722,0.933741611689722,0.71077223,0,"Below Best Observed","Within Reference",NA,"Non-flow related",4130.60659012861,NA,"Non-flow related","Non-flow related","Non-flow related",0.71077223
"1956","Peak_5","SMC00318",2022,"HB",0.391098363743636,0.491098363743636,0.51236945,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",74.8107163333292,569.757708047476,"Over 50%","Less than 10%",NA,0.51236945
"1957","Peak_5","801M15406",2017,"HB",0.47044492499795,0.57044492499795,0.28899614,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",761.14787582206,22797.0555587365,"Non-flow related","Non-flow related","Non-flow related",0.28899614
"1958","Peak_5","801M15389",2017,"HB",0.459930629823326,0.559930629823326,0.29291407,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",156.457857440589,6718.95638967478,"Non-flow related","Non-flow related","Non-flow related",0.29291407
"1959","Peak_5","403WE0560",2022,"NAT",0.828212747056128,0.928212747056128,0.76885337,0,"Below Best Observed","Within Reference",NA,"Non-flow related",548.883954473561,NA,"Non-flow related","Non-flow related","Non-flow related",0.76885337
"1960","Peak_5","403WE0534",2019,"NAT",0.824404882248156,0.924404882248156,0.87905821,0,"Above Reference","Within Reference",NA,"No Action/Protect",287.478306414545,NA,"No Action","No Action","No Action",0.87905821
"1961","Peak_5","402WE0536",2021,"NAT",0.834212693568055,0.934212693568055,1.0194064,0,"Above Reference","Within Reference",NA,"No Action/Protect",2612.85218480039,NA,"No Action","No Action","No Action",1.0194064
"1962","Peak_5","412WE0552",2022,"NAT",0.832227795515055,0.932227795515055,0.96372765,0,"Above Reference","Within Reference",NA,"No Action/Protect",4262.11505499809,NA,"No Action","No Action","No Action",0.96372765
"1963","Peak_5","412PS0020",2022,"HB",0.477011164068018,0.577011164068018,0.40638526,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",898.221687754176,2481.51289661718,"Non-flow related","Non-flow related","Non-flow related",0.40638526
"1964","Peak_5","412M10210",2022,"SB2",0.536399047315896,0.636399047315896,0.64422875,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",36.4305621020279,39.1935759937663,"10 - 50%","Less than 10%",NA,0.64422875
"1965","Peak_5","402PS0048",2021,"NAT",0.833529924309566,0.933529924309566,0.95346573,0,"Above Reference","Within Reference",NA,"No Action/Protect",5469.2024386765,NA,"No Action","No Action","No Action",0.95346573
"1966","Peak_5","SMC06496",2022,"NAT",0.780129757461779,0.880129757461779,0.71117114,0,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",17.7139088634058,NA,"10 - 50%","Less than 10%",NA,0.71117114
"1967","Peak_5","412M08599",2022,"SB2",0.536399047315896,0.636399047315896,0.61902263,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",36.4305621020279,39.1935759937663,"10 - 50%","Less than 10%",NA,0.61902263
"1968","Peak_5","SMC04670",2022,"HB",0.422328860514941,0.522328860514941,0.32621129,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",15.7902074286899,2139.05365527881,"10 - 50%","Less than 10%",NA,0.32621129
"1969","Peak_5","SMC03984",2022,"SB1",0.865045464213842,0.965045464213842,0.86744228,0,"Above Reference","Within Reference",NA,"No Action/Protect",18887.4211004517,NA,"No Action","No Action","No Action",0.86744228
"1970","Peak_5","SMC03390",2022,"HB",0.422328860514941,0.522328860514941,0.47718303,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",15.7902074286899,2139.05365527881,"10 - 50%","Less than 10%",NA,0.47718303
"1971","Peak_5","SMC00574",2022,"HB",0.422328860514941,0.522328860514941,0.3463871,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",15.7902074286899,2139.05365527881,"10 - 50%","Less than 10%",NA,0.3463871
"1972","Peak_5","SGLT506",2022,"SB2",0.598502752685345,0.698502752685345,0.57418273,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",531.383086464448,1282.49562262956,"Non-flow related","Non-flow related","Non-flow related",0.57418273
"1973","Peak_5","405PS0036",2022,"SB1",0.865197625794813,0.965197625794813,0.95476126,0,"Above Reference","Within Reference",NA,"No Action/Protect",226385.380348765,NA,"No Action","No Action","No Action",0.95476126
"1974","Peak_5","405M10600",2022,"HB",0.422328860514941,0.522328860514941,0.60341547,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",15.7902074286899,2139.05365527881,"10 - 50%","Less than 10%",NA,0.60341547
"1975","Peak_5","901ATCDOS",2019,"SB2",0.605858119352249,0.705858119352249,0.68779174,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",1218.86820729433,1634.58819616884,"Non-flow related","Non-flow related","Non-flow related",0.68779174
"1976","Peak_5","SMC00957",2022,"NAT",0.831962784838702,0.931962784838702,0.58205361,0,"Below Best Observed","Within Reference",NA,"Non-flow related",2956.61452806739,NA,"Non-flow related","Non-flow related","Non-flow related",0.58205361
"1977","Peak_5","403M05947",2023,"NAT",0.835143639303547,0.935143639303547,0.5448857,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1414.13909082731,NA,"Non-flow related","Non-flow related","Non-flow related",0.5448857
"1978","Peak_5","411M07394",2023,"HB",0.475712819160639,0.575712819160639,0.48582814,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",1791.50265560913,4791.63735805657,"Non-flow related","Non-flow related","Non-flow related",0.48582814
"1979","Peak_5","SMC18169",2022,"SB2",0.519513365208063,0.619513365208063,0.70326565,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",73.7659295306387,42.5570808512789,"Over 50%","Less than 10%","10 - 50%",0.70326565
"1980","Peak_5","408M03190",2023,"SB2",0.591207749057723,0.691207749057723,0.63727724,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",187.680700266517,529.914417030966,"Non-flow related","Non-flow related","Non-flow related",0.63727724
"1981","SP_Mag","SMC15678",2021,"HB",0.425172400178335,0.525172400178335,0.32904119,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",38578.232840867,38578.232840867,"Non-flow related","Non-flow related","Non-flow related",0.32904119
"1982","SP_Mag","404M07364",2018,"NAT",0.819664953774322,0.919664953774322,0.80928445,0,"Above Reference","Within Reference",NA,"No Action/Protect",170.475997739517,NA,"No Action","No Action","No Action",0.80928445
"1983","SP_Mag","SMC04972",2020,"SB1",0.855773663386189,0.955773663386189,1.11217878,0,"Above Reference","Within Reference",NA,"No Action/Protect",1806.91408042891,NA,"No Action","No Action","No Action",1.11217878
"1984","SP_Mag","SMC01260",2019,"HB",0.451503442533187,0.551503442533187,0.54567054,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",424.616391107214,1232.27088187997,"Non-flow related","Non-flow related","Non-flow related",0.54567054
"1985","SP_Mag","903M20124",2015,"NAT",0.826426221331156,0.926426221331156,0.96650029,0,"Above Reference","Within Reference",NA,"No Action/Protect",551.325039730285,NA,"No Action","No Action","No Action",0.96650029
"1986","SP_Mag","SMC01544",2021,"NAT",0.828385468366736,0.928385468366736,0.76452111,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1180.06369497664,NA,"Non-flow related","Non-flow related","Non-flow related",0.76452111
"1987","SP_Mag","901M14137",2017,"NAT",0.824499856605422,0.924499856605422,0.43763239,0,"Below Best Observed","Within Reference",NA,"Non-flow related",352.341471492736,NA,"Non-flow related","Non-flow related","Non-flow related",0.43763239
"1988","SP_Mag","904M21729",2016,"NAT",0.828254794584145,0.928254794584145,0.79670314,0,"Above Reference","Within Reference",NA,"No Action/Protect",1099.08323236898,NA,"No Action","No Action","No Action",0.79670314
"1989","SP_Mag","SMC16266",2011,"NAT",0.829317619791263,0.929317619791262,0.82153319,0,"Above Reference","Within Reference",NA,"No Action/Protect",2443.03618262228,NA,"No Action","No Action","No Action",0.82153319
"1990","SP_Mag","SMC02536",2011,"HB",0.459403942880566,0.559403942880566,0.60351498,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",205.380995041627,675.5194356677,"Non-flow related","Non-flow related","Non-flow related",0.60351498
"1991","SP_Mag","SMC08335",2010,"NAT",0.826371556202226,0.926371556202226,0.79271796,0,"Above Reference","Within Reference",NA,"No Action/Protect",542.951918732131,NA,"No Action","No Action","No Action",0.79271796
"1992","SP_Mag","SMC20497",2013,"NAT",0.823324961647455,0.923324961647455,0.67961298,0,"Below Best Observed","Within Reference",NA,"Non-flow related",285.154040204607,NA,"Non-flow related","Non-flow related","Non-flow related",0.67961298
"1993","SP_Mag","SMC21822",2010,"SB1",0.883920535069736,0.983920535069736,0.74802815,0,"Below Best Observed","Within Reference",NA,"Non-flow related",5544.36728197917,NA,"Non-flow related","Non-flow related","Non-flow related",0.74802815
"1994","SP_Mag","SMC20032",2019,"HB",0.425172400178335,0.525172400178335,0.37813902,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",38578.232840867,38578.232840867,"Non-flow related","Non-flow related","Non-flow related",0.37813902
"1995","SP_Mag","SMC19697",2013,"NAT",0.826371556202226,0.926371556202226,0.77587468,0,"Below Best Observed","Within Reference",NA,"Non-flow related",542.951918732131,NA,"Non-flow related","Non-flow related","Non-flow related",0.77587468
"1996","SP_Mag","412M08630",2017,"HB",0.476268983151422,0.576268983151422,0.31807442,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",48.2304959030293,276.43347948287,"Non-flow related","Non-flow related","Non-flow related",0.31807442
"1997","SP_Mag","902M18893",2017,"NAT",0.823900106928962,0.923900106928962,0.80896179,0,"Above Reference","Within Reference",NA,"No Action/Protect",314.965866069618,NA,"No Action","No Action","No Action",0.80896179
"1998","SP_Mag","SMC00190",2008,"HB",0.472787731505586,0.572787731505586,0.41560858,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",68.1681026818087,327.06531908224,"Non-flow related","Non-flow related","Non-flow related",0.41560858
"1999","SP_Mag","SMC01158",2009,"NAT",0.824192349280769,0.924192349280769,0.49183638,0,"Below Best Observed","Within Reference",NA,"Non-flow related",332.26066465702,NA,"Non-flow related","Non-flow related","Non-flow related",0.49183638
"2000","SP_Mag","SMC08094",2012,"SB2",0.506974574781214,0.606974574781214,0.49320633,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",4797.04912213963,4797.04912213963,"Non-flow related","Non-flow related","Non-flow related",0.49320633
"2001","SP_Mag","SMC09118",2013,"SB2",0.506974574781214,0.606974574781214,0.38672401,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",4797.04912213963,4797.04912213963,"Non-flow related","Non-flow related","Non-flow related",0.38672401
"2002","SP_Mag","SMC02152",2010,"NAT",0.811945522140464,0.911945522140464,0.53676253,0,"Below Best Observed","Within Reference",NA,"Non-flow related",76.3071670420142,NA,"Non-flow related","Non-flow related","Non-flow related",0.53676253
"2003","SP_Mag","SMC05332",2012,"SB1",0.835924855473173,0.935924855473173,0.66888292,0,"Below Best Observed","Within Reference",NA,"Non-flow related",98.0124096039721,NA,"Non-flow related","Non-flow related","Non-flow related",0.66888292
"2004","SP_Mag","SMC13391",2012,"NAT",0.827539043544301,0.927539043544301,0.88988338,0,"Above Reference","Within Reference",NA,"No Action/Protect",795.730819007847,NA,"No Action","No Action","No Action",0.88988338
"2005","SP_Mag","SMC03110",2011,"NAT",0.830684565202081,0.930684565202081,0.60435928,0,"Below Best Observed","Within Reference",NA,"Non-flow related",361606.544438622,NA,"Non-flow related","Non-flow related","Non-flow related",0.60435928
"2006","SP_Mag","SMC04682",2011,"NAT",0.825545086250738,0.925545086250738,1.07793013,0,"Above Reference","Within Reference",NA,"No Action/Protect",440.109151555812,NA,"No Action","No Action","No Action",1.07793013
"2007","SP_Mag","SMC08150",2014,"NAT",0.823963189259905,0.923963189259905,0.73153765,0,"Below Best Observed","Within Reference",NA,"Non-flow related",318.564144210802,NA,"Non-flow related","Non-flow related","Non-flow related",0.73153765
"2008","SP_Mag","801M16973",2018,"NAT",0.8199188505431,0.9199188505431,0.73132663,0,"Below Best Observed","Within Reference",NA,"Non-flow related",175.859037742714,NA,"Non-flow related","Non-flow related","Non-flow related",0.73132663
"2009","SP_Mag","SMC04532",2012,"HB",0.466465061604306,0.566465061604306,0.64466926,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",116.61923834685,450.107676001964,"Non-flow related","Non-flow related","Non-flow related",0.64466926
"2010","SP_Mag","905M21721",2015,"NAT",0.825288124072152,0.925288124072152,0.67998428,0,"Below Best Observed","Within Reference",NA,"Non-flow related",415.11557512691,NA,"Non-flow related","Non-flow related","Non-flow related",0.67998428
"2011","SP_Mag","906M21770",2018,"HB",0.460062771832403,0.560062771832403,0.61784957,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",194.594082028229,648.125914693658,"Non-flow related","Non-flow related","Non-flow related",0.61784957
"2012","SP_Mag","SMC01772",2012,"HB",0.473270164457027,0.573270164457027,0.5946632,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",65.1779989596427,319.471907609839,"Non-flow related","Non-flow related","Non-flow related",0.5946632
"2013","SP_Mag","SMC01824",2012,"HB",0.461172752228006,0.561172752228006,0.60387461,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",177.870779288751,605.656846501473,"Non-flow related","Non-flow related","Non-flow related",0.60387461
"2014","SP_Mag","SMC03646",2013,"HB",0.471678699461763,0.571678699461763,0.53242816,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",75.359372366499,345.327652030775,"Non-flow related","Non-flow related","Non-flow related",0.53242816
"2015","SP_Mag","SMC06863",2011,"NAT",0.825366566035965,0.925366566035965,0.9775222,0,"Above Reference","Within Reference",NA,"No Action/Protect",422.466877335624,NA,"No Action","No Action","No Action",0.9775222
"2016","SP_Mag","SMC16045",2012,"HB",0.448748750757506,0.548748750757506,0.50959439,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",587.230970923397,1645.23294965108,"Non-flow related","Non-flow related","Non-flow related",0.50959439
"2017","SP_Mag","402M00002",2015,"NAT",0.823324961647455,0.923324961647455,0.70665225,0,"Below Best Observed","Within Reference",NA,"Non-flow related",285.154040204607,NA,"Non-flow related","Non-flow related","Non-flow related",0.70665225
"2018","SP_Mag","SMC01320",2022,"NAT",0.828385468366736,0.928385468366736,1.01914883,0,"Above Reference","Within Reference",NA,"No Action/Protect",1180.06369497664,NA,"No Action","No Action","No Action",1.01914883
"2019","SP_Mag","SMC02656",2018,"HB",0.446145149202795,0.546145149202795,0.46463614,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",862.195874805266,2343.51028370005,"Non-flow related","Non-flow related","Non-flow related",0.46463614
"2020","SP_Mag","801M16957",2019,"NAT",0.825279546788409,0.925279546788409,0.48212764,0,"Below Best Observed","Within Reference",NA,"Non-flow related",414.325783323488,NA,"Non-flow related","Non-flow related","Non-flow related",0.48212764
"2021","SP_Mag","412M08602",2015,"HB",0.471678699461763,0.571678699461763,0.41044659,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",75.359372366499,345.327652030775,"Non-flow related","Non-flow related","Non-flow related",0.41044659
"2022","SP_Mag","412M08616",2016,"HB",0.470840547207353,0.570840547207353,0.48068983,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",81.1109768501457,359.933934464079,"Non-flow related","Non-flow related","Non-flow related",0.48068983
"2023","SP_Mag","SMC17056",2009,"NAT",0.830149103258179,0.930149103258179,0.72649786,0,"Below Best Observed","Within Reference",NA,"Non-flow related",35280.4044003593,NA,"Non-flow related","Non-flow related","Non-flow related",0.72649786
"2024","SP_Mag","SMC04294",2013,"NAT",0.827000078025585,0.927000078025585,0.78366223,0,"Below Best Observed","Within Reference",NA,"Non-flow related",656.310428004934,NA,"Non-flow related","Non-flow related","Non-flow related",0.78366223
"2025","SP_Mag","412M08642",2018,"HB",0.465206807681318,0.565206807681318,0.69076579,0,"Above Best Observed","Within Reference","Within BO","Non-flow related",128.966824860797,481.464549810854,"Non-flow related","Non-flow related","Non-flow related",0.69076579
"2026","SP_Mag","404M04672",2020,"NAT",0.768403368560644,0.868403368560643,0.7231196,0,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",25.3712727342527,NA,"10 - 50%","Less than 10%",NA,0.7231196
"2027","SP_Mag","SMC05968",2020,"NAT",0.830208396724149,0.930208396724149,0.92788204,0,"Above Reference","Within Reference",NA,"No Action/Protect",669781.973754992,NA,"No Action","No Action","No Action",0.92788204
"2028","SP_Mag","906M21758",2017,"NAT",0.820622522976384,0.920622522976384,0.76665115,0,"Below Best Observed","Within Reference",NA,"Non-flow related",192.220283108237,NA,"Non-flow related","Non-flow related","Non-flow related",0.76665115
"2029","SP_Mag","SMC05407",2011,"NAT",0.824491880974721,0.924491880974721,1.01209826,0,"Above Reference","Within Reference",NA,"No Action/Protect",351.793742333998,NA,"No Action","No Action","No Action",1.01209826
"2030","SP_Mag","403M05774",2016,"NAT",0.829988843287961,0.929988843287961,0.76272586,0,"Below Best Observed","Within Reference",NA,"Non-flow related",9889.15986698678,NA,"Non-flow related","Non-flow related","Non-flow related",0.76272586
"2031","SP_Mag","SMC01979",2011,"NAT",0.809627981100866,0.909627981100866,0.94480292,0,"Above Reference","Within Reference",NA,"No Action/Protect",61.2762933997064,NA,"No Action","No Action","No Action",0.94480292
"2032","SP_Mag","SMC03929",2012,"NAT",0.825761131149313,0.925761131149313,0.73059828,0,"Below Best Observed","Within Reference",NA,"Non-flow related",463.334455004299,NA,"Non-flow related","Non-flow related","Non-flow related",0.73059828
"2033","SP_Mag","SMC06740",2013,"HB",0.471925059597502,0.571925059597502,0.52573471,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",73.7220558149866,341.169663064025,"Non-flow related","Non-flow related","Non-flow related",0.52573471
"2034","SP_Mag","SMC22521",2013,"HB",0.448748750757506,0.548748750757506,0.49731068,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",587.230970923397,1645.23294965108,"Non-flow related","Non-flow related","Non-flow related",0.49731068
"2035","SP_Mag","SMC00236",2021,"HB",0.446650324158265,0.546650324158265,0.44057374,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",793.47728400956,2168.99843254015,"Non-flow related","Non-flow related","Non-flow related",0.44057374
"2036","SP_Mag","412M08646",2019,"HB",0.461541176254418,0.561541176254418,0.63867762,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",172.68341301581,592.483455131638,"Non-flow related","Non-flow related","Non-flow related",0.63867762
"2037","SP_Mag","SMC12862",2019,"HB",0.425172400178335,0.525172400178335,0.36552573,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",38578.232840867,38578.232840867,"Non-flow related","Non-flow related","Non-flow related",0.36552573
"2038","SP_Mag","SMC04121",2012,"NAT",0.826983105619349,0.926983105619349,0.51538713,0,"Below Best Observed","Within Reference",NA,"Non-flow related",652.672843514455,NA,"Non-flow related","Non-flow related","Non-flow related",0.51538713
"2039","SP_Mag","SMC04880",2012,"NAT",0.828205606667043,0.928205606667043,0.9317443,0,"Above Reference","Within Reference",NA,"No Action/Protect",1071.32844660529,NA,"No Action","No Action","No Action",0.9317443
"2040","SP_Mag","901M14134",2016,"NAT",0.825984093477437,0.925984093477437,0.66986137,0,"Below Best Observed","Within Reference",NA,"Non-flow related",489.770107288289,NA,"Non-flow related","Non-flow related","Non-flow related",0.66986137
"2041","SP_Mag","SMC00345",2011,"NAT",0.827980204429892,0.927980204429892,0.5701193,0,"Below Best Observed","Within Reference",NA,"Non-flow related",959.760527180721,NA,"Non-flow related","Non-flow related","Non-flow related",0.5701193
"2042","SP_Mag","SMC02988",2014,"HB",0.452306617236795,0.552306617236795,0.64388338,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",390.201236361686,1144.873100682,"Non-flow related","Non-flow related","Non-flow related",0.64388338
"2043","SP_Mag","SMC07085",2011,"HB",0.448748750757506,0.548748750757506,0.46263341,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",587.230970923397,1645.23294965108,"Non-flow related","Non-flow related","Non-flow related",0.46263341
"2044","SP_Mag","402M00042",2017,"NAT",0.825099020755632,0.925099020755632,0.66807478,0,"Below Best Observed","Within Reference",NA,"Non-flow related",398.311661733565,NA,"Non-flow related","Non-flow related","Non-flow related",0.66807478
"2045","SP_Mag","402M00009",2015,"NAT",0.82588078920041,0.92588078920041,0.28871308,0,"Below Best Observed","Within Reference",NA,"Non-flow related",477.186140671113,NA,"Non-flow related","Non-flow related","Non-flow related",0.28871308
"2046","SP_Mag","906M23361",2019,"NAT",0.820115479671392,0.920115479671392,0.68469947,0,"Below Best Observed","Within Reference",NA,"Non-flow related",180.208052258521,NA,"Non-flow related","Non-flow related","Non-flow related",0.68469947
"2047","SP_Mag","402M00127",2019,"NAT",0.822284616045662,0.922284616045662,0.65418093,0,"Below Best Observed","Within Reference",NA,"Non-flow related",242.044299946339,NA,"Non-flow related","Non-flow related","Non-flow related",0.65418093
"2048","SP_Mag","404M07372",2019,"NAT",0.816664097855236,0.916664097855236,0.52934004,0,"Below Best Observed","Within Reference",NA,"Non-flow related",121.68548638489,NA,"Non-flow related","Non-flow related","Non-flow related",0.52934004
"2049","SP_Mag","802M17015",2020,"NAT",0.828368504434611,0.928368504434611,0.95669495,0,"Above Reference","Within Reference",NA,"No Action/Protect",1168.90360992026,NA,"No Action","No Action","No Action",0.95669495
"2050","SP_Mag","404M07368",2018,"NAT",0.81725928515641,0.91725928515641,0.46191342,0,"Below Best Observed","Within Reference",NA,"Non-flow related",129.631082029471,NA,"Non-flow related","Non-flow related","Non-flow related",0.46191342
"2051","SP_Mag","904M21713",2015,"HB",0.444547556045212,0.544547556045212,0.50790164,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",1167.81410843568,3119.6321901812,"Non-flow related","Non-flow related","Non-flow related",0.50790164
"2052","SP_Mag","SMC01257",2011,"SB2",0.574277376485675,0.674277376485675,0.68267913,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",446.07877644388,771.148530621957,"Non-flow related","Non-flow related","Non-flow related",0.68267913
"2053","SP_Mag","801M12625",2015,"HB",0.295468258430907,0.395468258430907,0.39757171,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",4463.63357831956,4463.63357831956,"Non-flow related","Non-flow related","Non-flow related",0.39757171
"2054","SP_Mag","SMC01912",2012,"HB",0.472794994278651,0.572794994278651,0.40445942,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",68.1224885966811,326.949481456025,"Non-flow related","Non-flow related","Non-flow related",0.40445942
"2055","SP_Mag","SMC02206",2011,"SB2",0.573939281951173,0.673939281951173,0.52646484,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",510.61634302952,874.104017497165,"Non-flow related","Non-flow related","Non-flow related",0.52646484
"2056","SP_Mag","SMC02417",2011,"HB",0.444547556045212,0.544547556045212,0.5792463,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",1167.81410843568,3119.6321901812,"Non-flow related","Non-flow related","Non-flow related",0.5792463
"2057","SP_Mag","SMC05524",2011,"SB2",0.57547972901694,0.67547972901694,0.63736343,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",285.18916422534,514.484555894272,"Non-flow related","Non-flow related","Non-flow related",0.63736343
"2058","SP_Mag","412M08638",2017,"NAT",0.826267604297738,0.926267604297738,0.99199514,0,"Above Reference","Within Reference",NA,"No Action/Protect",527.665632284267,NA,"No Action","No Action","No Action",0.99199514
"2059","SP_Mag","412M08640",2018,"HB",0.471582870730648,0.571582870730648,0.3487884,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",76.0026363916566,346.961230288346,"Non-flow related","Non-flow related","Non-flow related",0.3487884
