"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"232","SMC20994",34.03639,-118.51129,404,"Los Angeles","Santa Monica Bay",0.54383597,2013-06-17,2013,1,0.54383597,"Hard Bottom",0.79,"Unhealthy Biology",217.636001165501,"Likely Stressed",1.54643156843157,"Unlikely Stressed",38.945479271873,"Likely Stressed",2.343783999334,"Likely Stressed",23.8795894938395,"Likely Stressed",26.0059152194937,"Unlikely Stressed",-346.794152680652,"Likely Stressed",-158.150441891442,"Likely Stressed",-222.180649350649,"Likely Stressed"
"233","SMC19809",34.50141,-119.3531,402,"Ventura","Ventura",0.94319412,2013-06-25,2013,1,0.94319412,"Natural",0.79,"Healthy Biology",143.649482184482,"Likely Stressed",1.26742932067932,"Unlikely Stressed",31.847770232065,"Likely Stressed",5.76621048951049,"Likely Stressed",3.00448776223776,"Likely Stressed",-10.0467327170367,"Likely Stressed",-78.1159640359639,"Likely Stressed",130.278863569764,"Unlikely Stressed",251.642449217449,"Likely Stressed"
"234","SMC21796",33.99108,-118.40916,404,"Los Angeles","Santa Monica Bay",0.49156904,2013-06-14,2013,1,0.49156904,"Hard Bottom",0.79,"Unhealthy Biology",266.437212953713,"Likely Stressed",33.4043914418914,"Very Likely Stressed",838.348671680796,"Very Likely Stressed",17.3422119380619,"Likely Stressed",1.75876956376956,"Likely Stressed",-566.7723415991,"Likely Stressed",104.021104895105,"Likely Stressed",-811.285748917748,"Likely Stressed",-1646.13015817516,"Likely Stressed"
"235","SMC35697",34.35404,-119.30981,402,"Ventura","Ventura",0.80361567,2010-06-10,2010,1,0.80361567,"Natural",0.79,"Healthy Biology",101.696027306028,"Likely Stressed",3.13886163836162,"Likely Stressed",10.424646183834,"Unlikely Stressed",4.70977765567765,"Likely Stressed",4.00893922743922,"Likely Stressed",-435.803887615514,"Likely Stressed",-1626.9310909091,"Likely Stressed",-1551.46350732601,"Likely Stressed",1163.91516483516,"Likely Stressed"
"236","SMC33179",33.47313,-117.14351,902,"Riverside","Northern San Diego",0.97632378,2013-06-11,2013,1,0.97632378,"Natural",0.79,"Healthy Biology",174.422124875124,"Likely Stressed",5.8504443056943,"Likely Stressed",-23.851050299935,"Unlikely Stressed",0.153477672327673,"Unlikely Stressed",-4.0634488011988,"Likely Stressed",-2884.26323663921,"Likely Stressed",-1361.67464552115,"Likely Stressed",-4872.16222360973,"Likely Stressed",-5309.53927072927,"Likely Stressed"
"237","SMC32718",32.88458,-116.82232,907,"San Diego","Mission Bay and San Diego River",0.80344582,2010-06-03,2010,1,0.80344582,"Natural",0.79,"Healthy Biology",-4.68942574092574,"Likely Stressed",1.42500116550116,"Unlikely Stressed",-3.3050646850518,"Unlikely Stressed",0.0339284049284055,"Unlikely Stressed",-10.5574222444223,"Likely Stressed",-508.155567837786,"Likely Stressed",-584.848553446554,"Likely Stressed",-1021.4833035298,"Likely Stressed",-1161.23851041815,"Likely Stressed"
"238","ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara",0.63308828,2018-07-11,2018,1,0.63308828,"Natural",0.79,"Unhealthy Biology",1052.44988794539,"Likely Stressed",15.652027972028,"Likely Stressed",218.175189006105,"Very Likely Stressed",17.1565418747918,"Likely Stressed",57.4769792707293,"Likely Stressed",-2572.6533117044,"Likely Stressed",-2433.15351232101,"Likely Stressed",-2787.51987862135,"Likely Stressed",-5213.82961155509,"Likely Stressed"
"239","404M04674",34.1462,-118.85088,404,"Ventura","Santa Monica Bay",0.43666498,2019-05-09,2019,1,0.43666498,"Soft Bottom (2)",0.79,"Unhealthy Biology",399.914451810094,"Likely Stressed",1.9090805028305,"Unlikely Stressed",31.8486237021096,"Likely Stressed",11.6914942723943,"Likely Stressed",34.8744464701965,"Likely Stressed",-37.4934760405099,"Likely Stressed",-205.620546287046,"Likely Stressed",997.368047985348,"Likely Stressed",1294.86556453546,"Likely Stressed"
"240","801M12675",33.81308,-117.85819,801,"Orange","Lower Santa Ana",0.49640118,2019-04-23,2019,1,0.49640118,"Soft Bottom (0)",0.79,"Unhealthy Biology",-1049.80261938062,"Likely Stressed",15.0697981185481,"Likely Stressed",-215.060126034626,"Very Likely Stressed",-89.1573738761239,"Very Likely Stressed",-360.970701215451,"Very Likely Stressed",-44933.6480255651,"Very Likely Stressed",-7943.91201298701,"Very Likely Stressed",-18874.0226619571,"Very Likely Stressed",-19120.433544622,"Very Likely Stressed"
"241","901M14149",33.56754,-117.74812,901,"Orange","San Juan",0.65647705,2019-05-29,2019,1,0.65647705,"Natural",0.79,"Unhealthy Biology",281.489200799201,"Likely Stressed",1.66288378288378,"Unlikely Stressed",43.9303054035298,"Likely Stressed",9.22631315351316,"Likely Stressed",38.3433056943057,"Likely Stressed",340.52359240506,"Unlikely Stressed",844.485318181818,"Likely Stressed",2236.40747136197,"Likely Stressed",4619.27662487512,"Likely Stressed"
"242","402M00058",34.44552,-119.29586,402,"Ventura","Ventura",0.74653736,2019-06-10,2019,1,0.74653736,"Natural",0.79,"Unhealthy Biology",90.2696328671329,"Likely Stressed",0.91200183150183,"Unlikely Stressed",17.1847085058877,"Unlikely Stressed",0.84950178155178,"Unlikely Stressed",8.76146903096903,"Likely Stressed",-58.2012574851563,"Likely Stressed",-105.320462870463,"Likely Stressed",79.6904879453881,"Unlikely Stressed",27.5437244755245,"Unlikely Stressed"
"243","402M00114",34.41665,-119.37011,402,"Ventura","Ventura",0.84854225,2018-06-14,2018,1,0.84854225,"Natural",0.79,"Healthy Biology",113.283482184482,"Likely Stressed",1.33734315684316,"Unlikely Stressed",32.2108036725351,"Likely Stressed",1.49478777888778,"Likely Stressed",12.2232605727606,"Likely Stressed",388.640900277401,"Unlikely Stressed",1243.63397036297,"Likely Stressed",2312.64063086914,"Likely Stressed",2130.75711738262,"Likely Stressed"
"244","907SDBOC2",32.96353,-116.66406,907,"San Diego","Mission Bay and San Diego River",1.13751762,2022-05-03,2022,1,1.13751762,"Natural",0.79,"Healthy Biology",105.188128038628,"Likely Stressed",2.49191791541792,"Likely Stressed",15.2374339040656,"Unlikely Stressed",1.26168979353979,"Unlikely Stressed",3.84626773226773,"Likely Stressed",-80.398793526971,"Likely Stressed",-172.546478045764,"Likely Stressed",-169.395018081918,"Likely Stressed",-401.75781022311,"Likely Stressed"
"245","801BNC530",34.17834,-116.90881,801,"San Bernardino","Upper Santa Ana",0.81367679,2014-06-19,2014,1,0.81367679,"Natural",0.79,"Healthy Biology",-97.8582345987347,"Likely Stressed",-1.60154853479853,"Unlikely Stressed",44.8197003206986,"Likely Stressed",-4.66086087246087,"Likely Stressed",-49.731774059274,"Likely Stressed",-75.2925338105444,"Likely Stressed",-9.89190426240428,"Likely Stressed",-149.577475976404,"Likely Stressed",-614.874112221112,"Likely Stressed"
"246","801STW051",33.99512,-117.15212,801,"Riverside","Upper Santa Ana",0.57490221,2006-06-03,2006,1,0.57490221,"Natural",0.79,"Unhealthy Biology",-25.7893752913753,"Likely Stressed",2.10003513153513,"Likely Stressed",1.52518071252509,"Unlikely Stressed",-2.19582677322677,"Likely Stressed",-2.3850382950383,"Likely Stressed",-100.13594186203,"Likely Stressed",-98.1867629037629,"Likely Stressed",-93.20925008325,"Likely Stressed",-949.56090929071,"Likely Stressed"
"247","903SLGRD2",33.33549,-117.18845,903,"San Diego","Northern San Diego",0.86832347,2008-05-09,2008,1,0.86832347,"Natural",0.79,"Healthy Biology",64.9137259407259,"Likely Stressed",0.30654254079254,"Unlikely Stressed",13.617718291306,"Unlikely Stressed",0.257688078588079,"Unlikely Stressed",2.38929062604063,"Likely Stressed",-41.7636519850668,"Likely Stressed",-78.2509353979354,"Likely Stressed",-7.49725894105899,"Likely Stressed",22.9094172494172,"Unlikely Stressed"
"248","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.13876134,2010-06-29,2010,1,1.20601175,"Natural",0.79,"Healthy Biology",34.3510737595738,"Likely Stressed",0.355935314685315,"Unlikely Stressed",10.3786556231549,"Unlikely Stressed",-0.221889327339327,"Unlikely Stressed",0.452172161172162,"Likely Stressed",-26.1719500780975,"Likely Stressed",-56.9397254412255,"Likely Stressed",-6.09072011322018,"Likely Stressed",-139.662683982684,"Likely Stressed"
"249","907SSDR11",32.82119,-117.0627,907,"San Diego","Mission Bay and San Diego River",0.75573851,2008-05-05,2008,1,0.75573851,"Natural",0.79,"Unhealthy Biology",-14.2129996669997,"Likely Stressed",0.668890193140191,"Unlikely Stressed",-8.53943253551881,"Unlikely Stressed",0.512156293706293,"Unlikely Stressed",-9.4189134199134,"Likely Stressed",-1024.4672257272,"Likely Stressed",-391.556302197802,"Likely Stressed",-2662.70552747253,"Likely Stressed",-2958.38658917749,"Likely Stressed"
"250","907SDR1xx",32.76497,-117.19136,907,"San Diego","Mission Bay and San Diego River",0.57828619,1999-11-14,1999,1,0.57828619,"Natural",0.79,"Unhealthy Biology",10.0439558774559,"Likely Stressed",0.375597485847486,"Unlikely Stressed",1.54251369889122,"Unlikely Stressed",1.70013907758908,"Likely Stressed",-7.43286721611724,"Likely Stressed",-1285.9173300407,"Likely Stressed",-367.363979853479,"Likely Stressed",-2658.48850566101,"Likely Stressed",-2548.2416985015,"Likely Stressed"
"251","907M23385",32.81067,-117.07466,907,"San Diego","Mission Bay and San Diego River",0.70125632,2019-06-25,2019,1,0.70125632,"Natural",0.79,"Unhealthy Biology",-14.2129996669997,"Likely Stressed",0.668890193140191,"Unlikely Stressed",-8.53943253551881,"Unlikely Stressed",0.512156293706293,"Unlikely Stressed",-9.4189134199134,"Likely Stressed",-1024.4672257272,"Likely Stressed",-391.556302197802,"Likely Stressed",-2662.70552747253,"Likely Stressed",-2958.38658917749,"Likely Stressed"
"252","403WE0540",34.65136,-119.11845,403,"Ventura","Santa Clara",0.87474137,2017-05-17,2017,1,0.87474137,"Natural",0.79,"Healthy Biology",169.05653030303,"Likely Stressed",1.25298176823177,"Unlikely Stressed",24.6472787647878,"Likely Stressed",5.71729010989011,"Likely Stressed",21.348704045954,"Likely Stressed",-35.9293486941629,"Likely Stressed",-59.4921182151182,"Likely Stressed",46.5119367632367,"Unlikely Stressed",48.9681783549784,"Unlikely Stressed"
"253","907M23367",32.96335,-116.66364,907,"San Diego","Mission Bay and San Diego River",0.97591222,2018-05-29,2018,1,0.97591222,"Natural",0.79,"Healthy Biology",105.188128038628,"Likely Stressed",2.49191791541792,"Likely Stressed",15.2374339040656,"Unlikely Stressed",1.26168979353979,"Unlikely Stressed",3.84626773226773,"Likely Stressed",-80.398793526971,"Likely Stressed",-172.546478045764,"Likely Stressed",-169.395018081918,"Likely Stressed",-401.75781022311,"Likely Stressed"
"254","408BH5Cxx",34.28098,-118.81234,408,"Ventura","Calleguas",0.63007439,2010-06-18,2010,1,0.63007439,"Soft Bottom (2)",0.79,"Unhealthy Biology",149.338601898102,"Likely Stressed",7.4687977022977,"Likely Stressed",21.0799337001942,"Likely Stressed",3.73330664335664,"Likely Stressed",6.38579045954046,"Likely Stressed",-17.9756135773154,"Likely Stressed",-76.3765815850816,"Likely Stressed",-108.032485680986,"Likely Stressed",-353.213931501831,"Likely Stressed"
"255","904M21784",33.18782,-117.27686,904,"San Diego","Central San Diego",0.66767341,2019-06-18,2019,1,0.66767341,"Hard Bottom",0.79,"Unhealthy Biology",116.06898051948,"Likely Stressed",2.35464493839494,"Likely Stressed",64.0522312100472,"Likely Stressed",3.12661105561105,"Likely Stressed",2.68394663669664,"Likely Stressed",-43.7835273836604,"Likely Stressed",28.855048118548,"Likely Stressed",-86.7624821178822,"Likely Stressed",-286.52051998002,"Likely Stressed"
"256","904M21782",33.15476,-117.03441,904,"San Diego","Central San Diego",0.51222084,2019-06-11,2019,1,0.51222084,"Hard Bottom",0.79,"Unhealthy Biology",51.5735354645355,"Likely Stressed",0.762981268731267,"Unlikely Stressed",11.5903749964075,"Unlikely Stressed",0.0395921411921416,"Unlikely Stressed",-1.72017757242757,"Likely Stressed",-20.2734216029479,"Likely Stressed",-99.2972569097569,"Likely Stressed",3.1314916083915,"Unlikely Stressed",-115.514917582418,"Likely Stressed"
"257","904M21782",33.15476,-117.03441,904,"San Diego","Central San Diego",0.62251163,2019-06-11,2019,2,0.51222084,"Hard Bottom",0.79,"Unhealthy Biology",51.5735354645355,"Likely Stressed",0.762981268731267,"Unlikely Stressed",11.5903749964075,"Unlikely Stressed",0.0395921411921416,"Unlikely Stressed",-1.72017757242757,"Likely Stressed",-20.2734216029479,"Likely Stressed",-99.2972569097569,"Likely Stressed",3.1314916083915,"Unlikely Stressed",-115.514917582418,"Likely Stressed"
"258","801CBN012",33.91909,-117.82201,801,"Orange","Lower Santa Ana",0.72571,2006-05-31,2006,1,0.72571,"Natural",0.79,"Unhealthy Biology",148.102312520813,"Likely Stressed",1.63123692973693,"Unlikely Stressed",21.7793176762542,"Likely Stressed",5.22028623043622,"Likely Stressed",13.7529743589743,"Likely Stressed",-5.15525810560449,"Likely Stressed",-16.2481956376956,"Likely Stressed",251.252457708958,"Unlikely Stressed",483.289895937396,"Likely Stressed"
"259","801CYC121",34.12372,-117.19213,801,"San Bernardino","Upper Santa Ana",0.78190452,2007-06-09,2007,1,0.78190452,"Soft Bottom (0)",0.79,"Unhealthy Biology",16.4824795204795,"Likely Stressed",-0.644681734931736,"Unlikely Stressed",-1.55426220756197,"Unlikely Stressed",-1.96087772227772,"Likely Stressed",-1.19113802863803,"Likely Stressed",-407.279497208657,"Likely Stressed",-121.153275224775,"Likely Stressed",45.0358002997002,"Unlikely Stressed",-1200.03658171828,"Likely Stressed"
"260","801M15530",34.07865,-117.06717,801,"San Bernardino","Upper Santa Ana",0.71671545,2019-06-17,2019,2,0.75069022,"Natural",0.79,"Unhealthy Biology",-29.6610206460206,"Likely Stressed",2.25546595071595,"Likely Stressed",26.1943568495352,"Likely Stressed",-7.03446898101898,"Likely Stressed",-21.8931680819181,"Likely Stressed",-90.6362611374179,"Likely Stressed",-19.515504995005,"Likely Stressed",-142.952953180153,"Likely Stressed",-624.890181732552,"Likely Stressed"
"261","801XXX112",34.26148,-117.46974,801,"San Bernardino","Upper Santa Ana",0.85609129,2012-06-28,2012,2,1.02797662,"Natural",0.79,"Healthy Biology",27.4694825174824,"Likely Stressed",0.593027056277057,"Unlikely Stressed",18.7505562747329,"Likely Stressed",-2.59098762903763,"Likely Stressed",-4.33902622377623,"Likely Stressed",-72.6622628009235,"Likely Stressed",-64.0476113886114,"Likely Stressed",-257.355616783217,"Likely Stressed",-1024.1636001332,"Likely Stressed"
"262","802HYC496",33.68738,-116.68416,802,"Riverside","San Jacinto",0.33442945,2008-07-01,2008,1,0.86759659,"Natural",0.79,"Healthy Biology",76.9985437895438,"Likely Stressed",0.20360631035631,"Unlikely Stressed",7.91134299640683,"Unlikely Stressed",-0.283035381285382,"Unlikely Stressed",4.81604403929404,"Likely Stressed",-20.7229675220182,"Likely Stressed",-13.8272683982684,"Likely Stressed",-47.4382499500499,"Likely Stressed",38.3094404928406,"Unlikely Stressed"
"263","901TCSMP1",33.63582,-117.61739,901,"Orange","San Juan",0.5268859,2010-05-05,2010,1,0.72845641,"Natural",0.79,"Unhealthy Biology",59.6887619047619,"Likely Stressed",0.259058025308026,"Unlikely Stressed",7.93758477750299,"Unlikely Stressed",0.491070662670663,"Unlikely Stressed",2.1151635031635,"Likely Stressed",-13.228952841163,"Likely Stressed",-8.20419114219116,"Likely Stressed",121.095179287379,"Unlikely Stressed",550.477935431236,"Likely Stressed"
"264","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.96405807,2010-05-24,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"265","907SDRS2x",32.77222,-117.14194,907,"San Diego","Mission Bay and San Diego River",0.76250787,1997-06-16,1997,1,0.76250787,"Soft Bottom (0)",0.79,"Unhealthy Biology",10.0439558774559,"Likely Stressed",0.375597485847486,"Unlikely Stressed",1.54251369889122,"Unlikely Stressed",1.70013907758908,"Likely Stressed",-7.43286721611724,"Likely Stressed",-1285.9173300407,"Likely Stressed",-367.363979853479,"Likely Stressed",-2658.48850566101,"Likely Stressed",-2548.2416985015,"Likely Stressed"
"266","904M21761",33.1082,-117.20794,904,"San Diego","Central San Diego",0.60729462,2019-06-03,2019,1,0.60729462,"Natural",0.79,"Unhealthy Biology",77.1112422577423,"Likely Stressed",1.60547036297036,"Unlikely Stressed",7.83920805460668,"Unlikely Stressed",0.850842091242092,"Unlikely Stressed",3.46331884781885,"Likely Stressed",10.7206920412054,"Unlikely Stressed",-15.3895634365635,"Likely Stressed",-61.3975138528138,"Likely Stressed",7.80064925074924,"Unlikely Stressed"
"267","903WE0900",33.33052,-116.81511,903,"San Diego","Northern San Diego",1.14732173,2021-04-09,2021,1,1.14732173,"Natural",0.79,"Healthy Biology",95.3021645021644,"Likely Stressed",0.46352355977356,"Unlikely Stressed",16.2874781401764,"Unlikely Stressed",0.48073951048951,"Unlikely Stressed",6.00892074592075,"Likely Stressed",-14.1411721092791,"Likely Stressed",-27.4310096570097,"Likely Stressed",56.6932076923077,"Unlikely Stressed",4.10335937395947,"Unlikely Stressed"
"268","402WE0803",34.42131,-119.3806,402,"Ventura","Ventura",1.01464196,2001-06-12,2001,1,1.01464196,"Natural",0.79,"Healthy Biology",154.089371794872,"Likely Stressed",2.04173626373626,"Likely Stressed",35.1817088926319,"Likely Stressed",1.2840225940726,"Unlikely Stressed",12.2043881118881,"Likely Stressed",-21.9416301137292,"Likely Stressed",81.7825362970362,"Likely Stressed",153.104837129537,"Unlikely Stressed",28.5268871128872,"Unlikely Stressed"
"269","412BH1Axx",34.27392,-118.31529,412,"Los Angeles","Los Angeles",0.54226137,2010-06-15,2010,1,0.54226137,"Soft Bottom (0)",0.79,"Unhealthy Biology",33.4787755577756,"Likely Stressed",-1.53748817848818,"Unlikely Stressed",-4.2525061685026,"Unlikely Stressed",-3.5770644022644,"Likely Stressed",-8.15479070929069,"Likely Stressed",-217.922717875086,"Likely Stressed",-137.260870795871,"Likely Stressed",-425.097162071262,"Likely Stressed",-158.643444855145,"Likely Stressed"
"270","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles",0.91879409,2001-06-21,2001,1,1.15285363,"Natural",0.79,"Healthy Biology",100.656176989677,"Likely Stressed",1.12188952713953,"Unlikely Stressed",16.9641512326077,"Unlikely Stressed",5.33896313686313,"Likely Stressed",-24.117187978688,"Likely Stressed",-3.76665338163815,"Likely Stressed",-34.9383399933401,"Likely Stressed",-18.4529204795204,"Likely Stressed",46.4291390276391,"Unlikely Stressed"
"271","801CJW027",34.3061,-117.4697,801,"San Bernardino","Upper Santa Ana",0.96782576,2012-06-25,2012,1,0.96782576,"Natural",0.79,"Healthy Biology",230.092940559441,"Likely Stressed",3.26169755244756,"Likely Stressed",36.6814109744883,"Likely Stressed",0.940326923076924,"Unlikely Stressed",14.6348063603064,"Likely Stressed",111.918703828596,"Unlikely Stressed",1197.06894788545,"Likely Stressed",2045.62284718616,"Likely Stressed",1644.89953203463,"Likely Stressed"
"272","801RB8312",33.95718,-117.53012,801,"Riverside","Middle Santa Ana",0.71729343,2017-06-27,2017,1,0.71729343,"Natural",0.79,"Unhealthy Biology",-730.388072594072,"Likely Stressed",19.3997552447553,"Very Likely Stressed",-44.6638428880529,"Unlikely Stressed",-21.4818703130203,"Likely Stressed",-38.7936246253746,"Likely Stressed",-2996.09324971689,"Likely Stressed",-2522.70878388279,"Likely Stressed",-7980.51664235765,"Likely Stressed",-12781.6716298701,"Very Likely Stressed"
"273","801S03971",33.67551,-117.82775,801,"Orange","Lower Santa Ana",0.15266242,2014-06-16,2014,1,0.15266242,"Soft Bottom (2)",0.79,"Unhealthy Biology",297.658496836497,"Likely Stressed",15.2521451881452,"Likely Stressed",136.533413559225,"Likely Stressed",11.0045708957709,"Likely Stressed",11.4881852314352,"Likely Stressed",67.0321458318212,"Unlikely Stressed",30.9366295371295,"Likely Stressed",-190.065602397603,"Likely Stressed",-813.789079087579,"Likely Stressed"
"274","904AHC004",33.14909,-117.29754,904,"San Diego","Central San Diego",0.20220129,2010-10-25,2010,1,0.61083141,"Soft Bottom (0)",0.79,"Unhealthy Biology",131.104036463536,"Likely Stressed",1.16679054279054,"Unlikely Stressed",18.2488209123366,"Likely Stressed",0.530247385947386,"Unlikely Stressed",3.63459507159508,"Likely Stressed",14.1359242297417,"Unlikely Stressed",-7.20553513153514,"Likely Stressed",-112.827501798202,"Likely Stressed",123.133663736264,"Likely Stressed"
"275","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.20004632,2010-06-16,2010,1,1.20601175,"Natural",0.79,"Healthy Biology",34.3510737595738,"Likely Stressed",0.355935314685315,"Unlikely Stressed",10.3786556231549,"Unlikely Stressed",-0.221889327339327,"Unlikely Stressed",0.452172161172162,"Likely Stressed",-26.1719500780975,"Likely Stressed",-56.9397254412255,"Likely Stressed",-6.09072011322018,"Likely Stressed",-139.662683982684,"Likely Stressed"
"276","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",1.16223701,2010-04-28,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"277","402MTCUNF",34.5175,-119.3792,402,"Ventura","Ventura",1.13771921,2012-06-05,2012,1,1.13771921,"Natural",0.79,"Healthy Biology",113.943306859807,"Likely Stressed",1.03200882450883,"Unlikely Stressed",23.8605437790959,"Likely Stressed",4.20510880785881,"Likely Stressed",9.77950149850149,"Likely Stressed",-21.8815711289132,"Likely Stressed",-92.5432838827837,"Likely Stressed",174.045840459541,"Unlikely Stressed",223.988348651349,"Likely Stressed"
"278","403S01195",34.55903,-119.2678,403,"Ventura","Santa Clara",0.82824503,2009-06-10,2009,1,0.82824503,"Natural",0.79,"Healthy Biology",145.647617549117,"Likely Stressed",0.291144272394275,"Unlikely Stressed",11.9470920124989,"Unlikely Stressed",3.78922842157841,"Likely Stressed",7.56377705627704,"Likely Stressed",-3.57447451472525,"Likely Stressed",-40.4951433566434,"Likely Stressed",4.86722314352316,"Unlikely Stressed",66.7811225441226,"Likely Stressed"
"279","403S06315",34.59223,-119.31033,403,"Ventura","Santa Clara",0.92119231,2012-06-27,2012,1,0.92119231,"Natural",0.79,"Healthy Biology",154.359225607725,"Likely Stressed",0.605660006660007,"Unlikely Stressed",19.3482009373326,"Likely Stressed",4.54991418581418,"Likely Stressed",8.18711913086916,"Likely Stressed",-9.00758120348035,"Likely Stressed",-61.1535193140193,"Likely Stressed",-9.10946033966032,"Likely Stressed",49.7391501831503,"Unlikely Stressed"
"280","403STC026",34.55889,-119.26861,403,"Ventura","Santa Clara",0.89572051,2003-02-05,2003,1,0.89572051,"Natural",0.79,"Healthy Biology",331.985121212121,"Likely Stressed",1.6790467032967,"Unlikely Stressed",27.7704512023998,"Likely Stressed",8.26337865467864,"Likely Stressed",24.0517186147186,"Likely Stressed",-12.4150830820534,"Likely Stressed",-62.4194975024976,"Likely Stressed",105.451315351316,"Unlikely Stressed",235.307043290043,"Likely Stressed"
"281","403STCSSP",34.39414,-118.94096,403,"Ventura","Santa Clara",0.74369945,2003-02-04,2003,1,0.74369945,"Natural",0.79,"Unhealthy Biology",175.590000999001,"Likely Stressed",0.684949383949385,"Unlikely Stressed",5.97370914145811,"Unlikely Stressed",-2.98285710955711,"Likely Stressed",5.94397036297037,"Likely Stressed",-364.819178398526,"Likely Stressed",-669.662331002331,"Likely Stressed",-964.148353979353,"Likely Stressed",-981.652205294706,"Likely Stressed"
"282","412CE0104",34.06911,-118.22324,412,"Los Angeles","Los Angeles",0.60665192,2005-07-19,2005,1,0.6547592,"Hard Bottom",0.79,"Unhealthy Biology",285.568251748252,"Likely Stressed",22.7544548784549,"Very Likely Stressed",128.051816846723,"Likely Stressed",-2.58751673326673,"Likely Stressed",-15.052140942391,"Likely Stressed",-4069.38439241382,"Likely Stressed",-631.680372127872,"Likely Stressed",-3023.73148618048,"Likely Stressed",-6878.42411621711,"Likely Stressed"
"283","412CE0104",34.06911,-118.22324,412,"Los Angeles","Los Angeles",0.6547592,2005-07-19,2005,1,0.6547592,"Hard Bottom",0.79,"Unhealthy Biology",285.568251748252,"Likely Stressed",22.7544548784549,"Very Likely Stressed",128.051816846723,"Likely Stressed",-2.58751673326673,"Likely Stressed",-15.052140942391,"Likely Stressed",-4069.38439241382,"Likely Stressed",-631.680372127872,"Likely Stressed",-3023.73148618048,"Likely Stressed",-6878.42411621711,"Likely Stressed"
"284","902M20273",33.40282,-117.25509,902,"San Diego","Northern San Diego",0.92593446,2019-06-12,2019,1,0.92593446,"Natural",0.79,"Healthy Biology",86.8558806193806,"Likely Stressed",5.96195487845488,"Likely Stressed",-22.1843118825955,"Unlikely Stressed",2.00168211788212,"Likely Stressed",11.3234905927406,"Likely Stressed",-3045.47915274963,"Likely Stressed",-1375.49336646687,"Likely Stressed",-4949.73765401266,"Likely Stressed",-5866.52590576091,"Likely Stressed"
"285","801BRC184",34.16546,-117.01553,801,"San Bernardino","Upper Santa Ana",1.04188077,2014-06-30,2014,1,1.04188077,"Natural",0.79,"Healthy Biology",102.17126007326,"Likely Stressed",-3.86612146187146,"Unlikely Stressed",2.61940621789384,"Unlikely Stressed",-28.0253961086532,"Likely Stressed",-133.236344798059,"Likely Stressed",-1571.63017534635,"Likely Stressed",-534.334702059845,"Likely Stressed",-925.984856510156,"Likely Stressed",-2799.14306110557,"Likely Stressed"
"286","801EBC686",34.16918,-116.89195,801,"San Bernardino","Upper Santa Ana",1.1396928,2014-06-19,2014,1,1.1396928,"Natural",0.79,"Healthy Biology",-28.8998864468865,"Likely Stressed",-28.2177174492174,"Very Likely Stressed",61.4684105293002,"Likely Stressed",6.70980114885117,"Likely Stressed",-25.9051928071928,"Likely Stressed",116.324825145279,"Unlikely Stressed",727.098961871461,"Likely Stressed",1690.54091406689,"Likely Stressed",2913.83335201465,"Likely Stressed"
"287","801SAR165",33.96358,-117.47533,801,"Riverside","Middle Santa Ana",0.27071131,2008-07-06,2008,1,0.6596796,"Soft Bottom (0)",0.79,"Unhealthy Biology",18.4955097521526,"Likely Stressed",30.7700565268065,"Very Likely Stressed",-38.7372634633793,"Unlikely Stressed",-20.4181469911041,"Likely Stressed",-7.89793613529329,"Likely Stressed",-3145.4078790665,"Likely Stressed",-2641.20946570097,"Very Likely Stressed",-8369.58030303031,"Likely Stressed",-11575.4083013653,"Likely Stressed"
