"","masterid","longitude","latitude","county","sampleyear","CSCI.Score","Modified.Class","Flow.Metric.Name","Change_in_Flow.Metric_Value_(cfs)","CSCI.Threshold","CSCI.Level","Flow.Alteration.Stress"
"1805","909S14218",-116.73603,32.82998,"San Diego",2012,0.9963932,"Natural","5-year flood magnitude",-13.2480172827174,0.79,"Healthy Biology","Likely Stressed"
"1806","909S14218",-116.73603,32.82998,"San Diego",2012,0.9963932,"Natural","Spring recession magnitude",29.4119215784216,0.79,"Healthy Biology","Likely Stressed"
"1807","909S14218",-116.73603,32.82998,"San Diego",2012,0.9963932,"Natural","Wet-season low baseflow",1.14490256410257,0.79,"Healthy Biology","Unlikely Stressed"
"1808","909S14218",-116.73603,32.82998,"San Diego",2012,0.9963932,"Natural","Wet-season median baseflow",1.97293414918415,0.79,"Healthy Biology","Likely Stressed"
"1809","909S14218",-116.73603,32.82998,"San Diego",2012,0.9963932,"Natural","Magnitude of largest annual storm",1.5046661078423,0.79,"Healthy Biology","Likely Stressed"
"1810","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Dry-season median baseflow",1.15457034632035,0.79,"Healthy Biology","Unlikely Stressed"
"1811","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Fall pulse magnitude",7.40843275400611,0.79,"Healthy Biology","Unlikely Stressed"
"1812","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","10-year flood magnitude",20.9546423576424,0.79,"Healthy Biology","Unlikely Stressed"
"1813","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","2-year flood magnitude",-80.9049911754912,0.79,"Healthy Biology","Likely Stressed"
"1814","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","5-year flood magnitude",-13.2480172827174,0.79,"Healthy Biology","Likely Stressed"
"1815","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Spring recession magnitude",29.4119215784216,0.79,"Healthy Biology","Likely Stressed"
"1816","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Wet-season low baseflow",1.14490256410257,0.79,"Healthy Biology","Unlikely Stressed"
"1817","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Wet-season median baseflow",1.97293414918415,0.79,"Healthy Biology","Likely Stressed"
"1818","909WE1014",-116.7265,32.83213,"San Diego",2022,0.88981831,"Natural","Magnitude of largest annual storm",1.5046661078423,0.79,"Healthy Biology","Likely Stressed"
"1819","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Dry-season median baseflow",5.67700932400932,0.79,"Unhealthy Biology","Likely Stressed"
"1820","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Fall pulse magnitude",5.36160219806283,0.79,"Unhealthy Biology","Unlikely Stressed"
"1821","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","10-year flood magnitude",-788.191655944057,0.79,"Unhealthy Biology","Likely Stressed"
"1822","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","2-year flood magnitude",-257.561025974026,0.79,"Unhealthy Biology","Likely Stressed"
"1823","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","5-year flood magnitude",-608.572475357975,0.79,"Unhealthy Biology","Likely Stressed"
"1824","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Spring recession magnitude",106.468742424242,0.79,"Unhealthy Biology","Likely Stressed"
"1825","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Wet-season low baseflow",-0.87113722943723,0.79,"Unhealthy Biology","Unlikely Stressed"
"1826","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Wet-season median baseflow",-5.56556943056943,0.79,"Unhealthy Biology","Likely Stressed"
"1827","910M24979",-116.93745,32.59945,"San Diego",2021,0.66462268,"Natural","Magnitude of largest annual storm",-163.730316357761,0.79,"Unhealthy Biology","Likely Stressed"
"1828","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Dry-season median baseflow",0.448547202797203,0.79,"Unhealthy Biology","Unlikely Stressed"
"1829","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Fall pulse magnitude",11.3891400955915,0.79,"Unhealthy Biology","Unlikely Stressed"
"1830","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","10-year flood magnitude",-1.75035171495165,0.79,"Unhealthy Biology","Unlikely Stressed"
"1831","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","2-year flood magnitude",-34.3284607059608,0.79,"Unhealthy Biology","Likely Stressed"
"1832","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","5-year flood magnitude",-102.391411055611,0.79,"Unhealthy Biology","Likely Stressed"
"1833","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Spring recession magnitude",88.2471012321011,0.79,"Unhealthy Biology","Likely Stressed"
"1834","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Wet-season low baseflow",1.64399711954712,0.79,"Unhealthy Biology","Unlikely Stressed"
"1835","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Wet-season median baseflow",10.8043182650683,0.79,"Unhealthy Biology","Likely Stressed"
"1836","911M24945",-116.46741,32.74334,"San Diego",2017,0.73610873,"Natural","Magnitude of largest annual storm",-12.5266228700204,0.79,"Unhealthy Biology","Likely Stressed"
"1837","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Dry-season median baseflow",0.675540709290709,0.79,"Healthy Biology","Unlikely Stressed"
"1838","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Fall pulse magnitude",13.7219924166065,0.79,"Healthy Biology","Unlikely Stressed"
"1839","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","10-year flood magnitude",0.737430769230859,0.79,"Healthy Biology","Unlikely Stressed"
"1840","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","2-year flood magnitude",-5.61314302364307,0.79,"Healthy Biology","Likely Stressed"
"1841","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","5-year flood magnitude",-17.5606904761905,0.79,"Healthy Biology","Likely Stressed"
"1842","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Spring recession magnitude",140.045469530469,0.79,"Healthy Biology","Likely Stressed"
"1843","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Wet-season low baseflow",2.49084010989011,0.79,"Healthy Biology","Unlikely Stressed"
"1844","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Wet-season median baseflow",10.0209420579421,0.79,"Healthy Biology","Likely Stressed"
"1845","911NCPCR2",-116.50865,32.86391,"San Diego",2010,1.16976031,"Natural","Magnitude of largest annual storm",-19.0965329145282,0.79,"Healthy Biology","Likely Stressed"
"1846","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Dry-season median baseflow",0.561608974358975,0.79,"Healthy Biology","Unlikely Stressed"
"1847","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Fall pulse magnitude",15.1137887393129,0.79,"Healthy Biology","Unlikely Stressed"
"1848","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","10-year flood magnitude",-12.3589024309023,0.79,"Healthy Biology","Unlikely Stressed"
"1849","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","2-year flood magnitude",-24.6729721944722,0.79,"Healthy Biology","Likely Stressed"
"1850","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","5-year flood magnitude",-69.6423386946387,0.79,"Healthy Biology","Likely Stressed"
"1851","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Spring recession magnitude",131.631164668665,0.79,"Healthy Biology","Likely Stressed"
"1852","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Wet-season low baseflow",2.36996025641025,0.79,"Healthy Biology","Unlikely Stressed"
"1853","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Wet-season median baseflow",9.91805028305029,0.79,"Healthy Biology","Likely Stressed"
"1854","911NP9UCW",-116.49235,32.81829,"San Diego",2017,0.90712472,"Natural","Magnitude of largest annual storm",-18.7275175238193,0.79,"Healthy Biology","Likely Stressed"
"1855","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Dry-season median baseflow",0.910905511155511,0.79,"Healthy Biology","Unlikely Stressed"
"1856","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Fall pulse magnitude",16.6048771407044,0.79,"Healthy Biology","Unlikely Stressed"
"1857","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","10-year flood magnitude",5.46780196470209,0.79,"Healthy Biology","Unlikely Stressed"
"1858","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","2-year flood magnitude",-34.17910989011,0.79,"Healthy Biology","Likely Stressed"
"1859","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","5-year flood magnitude",-57.2104842823843,0.79,"Healthy Biology","Likely Stressed"
"1860","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Spring recession magnitude",113.590103230103,0.79,"Healthy Biology","Likely Stressed"
"1861","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Wet-season low baseflow",1.61629112554112,0.79,"Healthy Biology","Unlikely Stressed"
"1862","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Wet-season median baseflow",10.1949912587413,0.79,"Healthy Biology","Likely Stressed"
"1863","911TJKTC5",-116.45197,32.75288,"San Diego",2008,1.09196385,"Natural","Magnitude of largest annual storm",-18.0640428137293,0.79,"Healthy Biology","Likely Stressed"
"1864","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Dry-season median baseflow",1.41285797535797,0.79,"Healthy Biology","Unlikely Stressed"
"1865","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Fall pulse magnitude",7.72496705829306,0.79,"Healthy Biology","Unlikely Stressed"
"1866","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","10-year flood magnitude",19.8215393273394,0.79,"Healthy Biology","Unlikely Stressed"
"1867","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","2-year flood magnitude",-107.236503496503,0.79,"Healthy Biology","Likely Stressed"
"1868","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","5-year flood magnitude",0.379966333666258,0.79,"Healthy Biology","Unlikely Stressed"
"1869","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Spring recession magnitude",45.0956112221113,0.79,"Healthy Biology","Likely Stressed"
"1870","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Wet-season low baseflow",1.51422197802198,0.79,"Healthy Biology","Unlikely Stressed"
"1871","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Wet-season median baseflow",5.16954811854813,0.79,"Healthy Biology","Likely Stressed"
"1872","911TJWIL3",-116.69528,32.69361,"San Diego",2019,1.16420463,"Natural","Magnitude of largest annual storm",-13.0930179809324,0.79,"Healthy Biology","Likely Stressed"
"1873","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Dry-season median baseflow",15.652027972028,0.79,"Unhealthy Biology","Likely Stressed"
"1874","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Fall pulse magnitude",218.175189006105,0.79,"Unhealthy Biology","Very Likely Stressed"
"1875","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","10-year flood magnitude",-5213.82961155509,0.79,"Unhealthy Biology","Likely Stressed"
"1876","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","2-year flood magnitude",-2433.15351232101,0.79,"Unhealthy Biology","Likely Stressed"
"1877","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","5-year flood magnitude",-2787.51987862135,0.79,"Unhealthy Biology","Likely Stressed"
"1878","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Spring recession magnitude",1052.44988794539,0.79,"Unhealthy Biology","Likely Stressed"
"1879","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Wet-season low baseflow",17.1565418747918,0.79,"Unhealthy Biology","Likely Stressed"
"1880","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Wet-season median baseflow",57.4769792707293,0.79,"Unhealthy Biology","Likely Stressed"
"1881","ME-SCR",-119.1097,34.30063,"Ventura",2018,0.61892663,"Natural","Magnitude of largest annual storm",-2572.6533117044,0.79,"Unhealthy Biology","Likely Stressed"
"1882","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Dry-season median baseflow",8.45199225774225,0.75,"Unhealthy Biology","Likely Stressed"
"1883","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Fall pulse magnitude",69.5866163552336,0.75,"Unhealthy Biology","Likely Stressed"
"1884","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","10-year flood magnitude",-1343.3510044955,0.75,"Unhealthy Biology","Likely Stressed"
"1885","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","2-year flood magnitude",74.0471926406927,0.75,"Unhealthy Biology","Unlikely Stressed"
"1886","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","5-year flood magnitude",-306.229669330669,0.75,"Unhealthy Biology","Unlikely Stressed"
"1887","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Spring recession magnitude",124.635175324675,0.75,"Unhealthy Biology","Unlikely Stressed"
"1888","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Wet-season low baseflow",-1.10525396270396,0.75,"Unhealthy Biology","Unlikely Stressed"
"1889","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Wet-season median baseflow",14.2141762404263,0.75,"Unhealthy Biology","Unlikely Stressed"
"1890","SGLT506",-117.99129,34.06173,"Los Angeles",2021,0.34125925,"Soft Bottom (2)","Magnitude of largest annual storm",-259.799910011348,0.75,"Unhealthy Biology","Unlikely Stressed"
"1891","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Dry-season median baseflow",0.862024725274724,0.79,"Healthy Biology","Unlikely Stressed"
"1892","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Fall pulse magnitude",18.9464940265431,0.79,"Healthy Biology","Unlikely Stressed"
"1893","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","10-year flood magnitude",-36.2096913419912,0.79,"Healthy Biology","Likely Stressed"
"1894","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","2-year flood magnitude",3.07248534798536,0.79,"Healthy Biology","Likely Stressed"
"1895","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","5-year flood magnitude",-69.0610306360306,0.79,"Healthy Biology","Likely Stressed"
"1896","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Spring recession magnitude",118.400843989344,0.79,"Healthy Biology","Likely Stressed"
"1897","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Wet-season low baseflow",-1.60231753246753,0.79,"Healthy Biology","Likely Stressed"
"1898","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Wet-season median baseflow",3.51013253413254,0.79,"Healthy Biology","Likely Stressed"
"1899","SGUT503",-117.83856,34.29216,"Los Angeles",2016,1.13628524,"Natural","Magnitude of largest annual storm",-64.2985223031769,0.79,"Healthy Biology","Likely Stressed"
"1900","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Dry-season median baseflow",3.0057823010323,0.67,"Unhealthy Biology","Unlikely Stressed"
"1901","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Fall pulse magnitude",56.0811025507963,0.67,"Unhealthy Biology","Unlikely Stressed"
"1902","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","10-year flood magnitude",3396.93874844203,0.67,"Unhealthy Biology","Unlikely Stressed"
"1903","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","2-year flood magnitude",689.541481851482,0.67,"Unhealthy Biology","Unlikely Stressed"
"1904","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","5-year flood magnitude",2009.53706606727,0.67,"Unhealthy Biology","Unlikely Stressed"
"1905","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Spring recession magnitude",388.811283716284,0.67,"Unhealthy Biology","Unlikely Stressed"
"1906","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Wet-season low baseflow",17.1420565268066,0.67,"Unhealthy Biology","Likely Stressed"
"1907","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Wet-season median baseflow",69.365586996337,0.67,"Unhealthy Biology","Likely Stressed"
"1908","SMC00190",-118.04783,34.01488,"Los Angeles",2008,0.41910671,"Hard Bottom","Magnitude of largest annual storm",118.866999892915,0.67,"Unhealthy Biology","Likely Stressed"
"1909","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Dry-season median baseflow",1.39869272394273,0.79,"Unhealthy Biology","Unlikely Stressed"
"1910","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Fall pulse magnitude",7.06978588123597,0.79,"Unhealthy Biology","Unlikely Stressed"
"1911","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","10-year flood magnitude",-28.5126143856144,0.79,"Unhealthy Biology","Likely Stressed"
"1912","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","2-year flood magnitude",44.0181100566101,0.79,"Unhealthy Biology","Likely Stressed"
"1913","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","5-year flood magnitude",59.2300938727937,0.79,"Unhealthy Biology","Unlikely Stressed"
"1914","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Spring recession magnitude",86.4534633699634,0.79,"Unhealthy Biology","Likely Stressed"
"1915","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Wet-season low baseflow",1.97866318681319,0.79,"Unhealthy Biology","Unlikely Stressed"
"1916","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Wet-season median baseflow",7.20273967698968,0.79,"Unhealthy Biology","Likely Stressed"
"1917","SMC00198",-117.13818,32.93701,"San Diego",2021,0.78214873,"Natural","Magnitude of largest annual storm",-20.7283004002403,0.79,"Unhealthy Biology","Likely Stressed"
"1918","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Dry-season median baseflow",4.40859865134864,0.67,"Unhealthy Biology","Unlikely Stressed"
"1919","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Fall pulse magnitude",51.7807367237779,0.67,"Unhealthy Biology","Unlikely Stressed"
"1920","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","10-year flood magnitude",-416.768876623376,0.67,"Unhealthy Biology","Unlikely Stressed"
"1921","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","2-year flood magnitude",83.4721581751583,0.67,"Unhealthy Biology","Unlikely Stressed"
"1922","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","5-year flood magnitude",-7.58886013986018,0.67,"Unhealthy Biology","Unlikely Stressed"
"1923","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Spring recession magnitude",73.1811060606061,0.67,"Unhealthy Biology","Unlikely Stressed"
"1924","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Wet-season low baseflow",-1.47869918414919,0.67,"Unhealthy Biology","Unlikely Stressed"
"1925","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Wet-season median baseflow",2.08101973026973,0.67,"Unhealthy Biology","Unlikely Stressed"
"1926","SMC00236",-117.94783,34.08951,"Los Angeles",2021,0.44003701,"Hard Bottom","Magnitude of largest annual storm",-116.796634020901,0.67,"Unhealthy Biology","Unlikely Stressed"
"1927","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Dry-season median baseflow",94.5920726773226,0.67,"Unhealthy Biology","Very Likely Stressed"
"1928","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Fall pulse magnitude",767.727505256424,0.67,"Unhealthy Biology","Very Likely Stressed"
"1929","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","10-year flood magnitude",-17043.3586848152,0.67,"Unhealthy Biology","Likely Stressed"
"1930","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","2-year flood magnitude",-1440.19956443556,0.67,"Unhealthy Biology","Unlikely Stressed"
"1931","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","5-year flood magnitude",-7675.81310955712,0.67,"Unhealthy Biology","Likely Stressed"
"1932","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Spring recession magnitude",284.699747419247,0.67,"Unhealthy Biology","Unlikely Stressed"
"1933","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Wet-season low baseflow",74.5979884948385,0.67,"Unhealthy Biology","Very Likely Stressed"
"1934","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Wet-season median baseflow",204.774848068598,0.67,"Unhealthy Biology","Very Likely Stressed"
"1935","SMC00318",-118.20558,33.81287,"Los Angeles",2021,0.34851631,"Hard Bottom","Magnitude of largest annual storm",-1103.33956776404,0.67,"Unhealthy Biology","Unlikely Stressed"
"1936","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Dry-season median baseflow",1.3599875957376,0.79,"Unhealthy Biology","Unlikely Stressed"
"1937","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Fall pulse magnitude",19.5766958914546,0.79,"Unhealthy Biology","Unlikely Stressed"
"1938","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","10-year flood magnitude",568.141651515151,0.79,"Unhealthy Biology","Unlikely Stressed"
"1939","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","2-year flood magnitude",-66.3725765900765,0.79,"Unhealthy Biology","Likely Stressed"
"1940","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","5-year flood magnitude",259.748318881119,0.79,"Unhealthy Biology","Unlikely Stressed"
"1941","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Spring recession magnitude",61.6985198135198,0.79,"Unhealthy Biology","Likely Stressed"
"1942","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Wet-season low baseflow",-2.48618984348984,0.79,"Unhealthy Biology","Likely Stressed"
"1943","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Wet-season median baseflow",9.23632683982684,0.79,"Unhealthy Biology","Likely Stressed"
"1944","SMC00345",-117.22484,33.21048,"San Diego",2011,0.5701193,"Natural","Magnitude of largest annual storm",-37.0617161257663,0.79,"Unhealthy Biology","Likely Stressed"
"1945","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Dry-season median baseflow",15.4134874292374,0.67,"Unhealthy Biology","Likely Stressed"
"1946","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Fall pulse magnitude",85.7121114436754,0.67,"Unhealthy Biology","Likely Stressed"
"1947","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","10-year flood magnitude",-3801.76453896104,0.67,"Unhealthy Biology","Likely Stressed"
"1948","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","2-year flood magnitude",-363.069322344322,0.67,"Unhealthy Biology","Unlikely Stressed"
"1949","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","5-year flood magnitude",-2010.1831035631,0.67,"Unhealthy Biology","Unlikely Stressed"
"1950","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Spring recession magnitude",301.846024309025,0.67,"Unhealthy Biology","Unlikely Stressed"
"1951","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Wet-season low baseflow",0.439913403263403,0.67,"Unhealthy Biology","Unlikely Stressed"
"1952","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Wet-season median baseflow",-9.8189498834499,0.67,"Unhealthy Biology","Unlikely Stressed"
"1953","SMC00436",-118.27863,34.149,"Los Angeles",2017,0.6036386,"Hard Bottom","Magnitude of largest annual storm",-1677.08970593345,0.67,"Unhealthy Biology","Unlikely Stressed"
"1954","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Dry-season median baseflow",2.21719355644356,0.78,"Unhealthy Biology","Unlikely Stressed"
"1955","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Fall pulse magnitude",71.9086770526268,0.78,"Unhealthy Biology","Likely Stressed"
"1956","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","10-year flood magnitude",3210.13351881452,0.78,"Unhealthy Biology","Unlikely Stressed"
"1957","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","2-year flood magnitude",943.417759906759,0.78,"Unhealthy Biology","Likely Stressed"
"1958","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","5-year flood magnitude",1876.85563103563,0.78,"Unhealthy Biology","Likely Stressed"
"1959","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Spring recession magnitude",437.967840992341,0.78,"Unhealthy Biology","Likely Stressed"
"1960","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Wet-season low baseflow",19.0467080419581,0.78,"Unhealthy Biology","Likely Stressed"
"1961","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Wet-season median baseflow",67.3026402763904,0.78,"Unhealthy Biology","Likely Stressed"
"1962","SMC00446",-118.04627,34.02018,"Los Angeles",2010,0.47742784,"Soft Bottom (0)","Magnitude of largest annual storm",186.416482962162,0.78,"Unhealthy Biology","Unlikely Stressed"
"1963","SMC00473",-117.15802,33.03916,"San Diego",2022,0.76713627,"Natural","Dry-season median baseflow",0.490222527472528,0.79,"Unhealthy Biology","Unlikely Stressed"
